name	taxonomy_id	taxonomy_lvl	C10_S21_S._num	C10_S21_S._frac	C1_S12_S._num	C1_S12_S._frac	C2_S13_S._num	C2_S13_S._frac	C3_S14_S._num	C3_S14_S._frac	C4_S15_S._num	C4_S15_S._frac	C5_S16_S._num	C5_S16_S._frac	C6_S17_S._num	C6_S17_S._frac	C7_S18_S._num	C7_S18_S._frac	C9_S20_S._num	C9_S20_S._frac	Post_Cntl_S._num	Post_Cntl_S._frac	S10_S11_S._num	S10_S11_S._frac	S1_S2_S._num	S1_S2_S._frac	S2_S3_S._num	S2_S3_S._frac	S3_S4_S._num	S3_S4_S._frac	S4_S5_S._num	S4_S5_S._frac	S5_S6_S._num	S5_S6_S._frac	S6_S7_S._num	S6_S7_S._frac	S7_S8_S._num	S7_S8_S._frac	S8_S9_S._num	S8_S9_S._frac	S9_S10_S._num	S9_S10_S._frac
Acinetobacter sp. YH12138	2601122	S	807	0.00005	11815	0.00057	203	0.00002	1246	0.00014	3641	0.00035	181	0.00002	1200	0.00007	794	0.00005	929	0.00004	994	0.00002	181	0.00001	90	0.00000	89	0.00001	123	0.00000	111	0.00001	10738	0.00019	95	0.00001	0	0.00000	72	0.00001	0	0.00000
Acinetobacter sp. SCLZS86	2908637	S	509	0.00003	9549	0.00046	188	0.00002	1097	0.00012	2745	0.00026	110	0.00001	1262	0.00007	674	0.00005	825	0.00003	1243	0.00002	319	0.00002	188	0.00001	160	0.00001	187	0.00001	109	0.00001	8794	0.00016	75	0.00001	72	0.00001	45	0.00000	93	0.00001
Acinetobacter sp. PK01	2930198	S	625	0.00004	9705	0.00047	187	0.00002	1063	0.00012	2953	0.00028	153	0.00002	720	0.00004	613	0.00004	1034	0.00004	3039	0.00006	266	0.00001	36	0.00000	92	0.00001	34	0.00000	105	0.00001	8871	0.00016	108	0.00001	572	0.00004	260	0.00002	59	0.00001
Acinetobacter sp. ACNIH1	1636603	S	1026	0.00006	7511	0.00036	122	0.00001	1061	0.00012	2075	0.00020	63	0.00001	2083	0.00012	895	0.00006	1318	0.00005	64	0.00000	199	0.00001	68	0.00000	83	0.00001	94	0.00000	101	0.00001	4645	0.00008	72	0.00001	117	0.00001	118	0.00001	0	0.00000
Acinetobacter sp. Colony158	2810070	S	378	0.00002	1616	0.00008	51	0.00000	162	0.00002	382	0.00004	75	0.00001	217	0.00001	171	0.00001	531	0.00002	1169	0.00002	82	0.00000	0	0.00000	60	0.00000	0	0.00000	44	0.00000	1404	0.00003	37	0.00000	23	0.00000	0	0.00000	62	0.00001
Acinetobacter sp. YH16040_T	2929512	S	625	0.00004	13433	0.00065	205	0.00002	1718	0.00019	4443	0.00043	167	0.00002	1044	0.00006	899	0.00006	934	0.00004	3452	0.00007	331	0.00002	82	0.00000	96	0.00001	194	0.00001	133	0.00001	11543	0.00021	141	0.00002	97	0.00001	94	0.00001	100	0.00001
Acinetobacter sp. RW6	3242680	S	236	0.00001	2196	0.00011	42	0.00000	177	0.00002	640	0.00006	28	0.00000	257	0.00002	164	0.00001	297	0.00001	129306	0.00251	262	0.00001	39	0.00000	51	0.00000	74	0.00000	55	0.00000	2026	0.00004	97	0.00001	96	0.00001	100	0.00001	87	0.00001
Acinetobacter sp. NEB 394	2743575	S	436	0.00003	10274	0.00050	194	0.00002	683	0.00008	1425	0.00014	77	0.00001	1544	0.00009	649	0.00004	659	0.00003	1431	0.00003	94	0.00000	0	0.00000	109	0.00001	0	0.00000	100	0.00001	3692	0.00007	0	0.00000	59	0.00000	55	0.00000	49	0.00000
Acinetobacter sp. WCHA45	2004644	S	457	0.00003	5473	0.00026	225	0.00002	833	0.00009	1854	0.00018	198	0.00002	517	0.00003	480	0.00003	644	0.00003	1594	0.00003	361	0.00002	96	0.00000	357	0.00002	142	0.00000	436	0.00004	5498	0.00010	150	0.00002	129	0.00001	276	0.00002	830	0.00007
Acinetobacter sp. TAC-1	3027470	S	500	0.00003	2616	0.00013	148	0.00001	254	0.00003	856	0.00008	102	0.00001	217	0.00001	264	0.00002	743	0.00003	591	0.00001	315	0.00002	70	0.00000	92	0.00001	105	0.00000	54	0.00000	2484	0.00004	126	0.00002	146	0.00001	45	0.00000	119	0.00001
Acinetobacter sp. FDAARGOS_724	2545797	S	653	0.00004	4796	0.00023	89	0.00001	558	0.00006	1060	0.00010	0	0.00000	1358	0.00008	457	0.00003	809	0.00003	151	0.00000	0	0.00000	0	0.00000	168	0.00001	0	0.00000	121	0.00001	3346	0.00006	0	0.00000	0	0.00000	0	0.00000	139	0.00001
Acinetobacter sp. NyZ410	2929509	S	411	0.00002	1694	0.00008	106	0.00001	238	0.00003	554	0.00005	75	0.00001	271	0.00002	204	0.00001	406	0.00002	1457	0.00003	93	0.00000	73	0.00000	74	0.00001	71	0.00000	78	0.00001	1791	0.00003	58	0.00001	49	0.00000	57	0.00000	54	0.00000
Acinetobacter sp. TR11	3003393	S	805	0.00005	6729	0.00032	300	0.00003	758	0.00008	2051	0.00020	76	0.00001	879	0.00005	755	0.00005	957	0.00004	3278	0.00006	149	0.00001	205	0.00001	0	0.00000	350	0.00001	92	0.00001	4394	0.00008	74	0.00001	95	0.00001	0	0.00000	86	0.00001
Acinetobacter sp. SWBY1	2079596	S	385	0.00002	7770	0.00037	187	0.00002	855	0.00010	1825	0.00017	98	0.00001	1217	0.00007	529	0.00004	491	0.00002	1282	0.00002	252	0.00001	0	0.00000	103	0.00001	0	0.00000	103	0.00001	4885	0.00009	189	0.00003	0	0.00000	95	0.00001	159	0.00001
Acinetobacter sp. MYb10	1827285	S	292	0.00002	2060	0.00010	71	0.00001	260	0.00003	700	0.00007	103	0.00001	189	0.00001	182	0.00001	722	0.00003	1146	0.00002	114	0.00001	0	0.00000	120	0.00001	55	0.00000	52	0.00000	2057	0.00004	56	0.00001	56	0.00000	267	0.00002	92	0.00001
Acinetobacter sp. AS23	2871688	S	209	0.00001	983	0.00005	64	0.00001	79	0.00001	247	0.00002	49	0.00001	148	0.00001	100	0.00001	192	0.00001	1150053	0.02231	191	0.00001	53	0.00000	41	0.00000	71	0.00000	25	0.00000	866	0.00002	79	0.00001	93	0.00001	38	0.00000	28	0.00000
Acinetobacter sp. KB005	3416667	S	189	0.00001	740	0.00004	47	0.00000	89	0.00001	196	0.00002	30	0.00000	96	0.00001	77	0.00001	328	0.00001	106212	0.00206	72	0.00000	26	0.00000	31	0.00000	28	0.00000	55	0.00000	569	0.00001	31	0.00000	0	0.00000	0	0.00000	34	0.00000
Acinetobacter sp. CE-15	3425693	S	294	0.00002	4177	0.00020	118	0.00001	531	0.00006	1492	0.00014	76	0.00001	707	0.00004	299	0.00002	511	0.00002	701	0.00001	193	0.00001	57	0.00000	182	0.00001	106	0.00000	145	0.00001	2948	0.00005	77	0.00001	99	0.00001	130	0.00001	170	0.00002
Acinetobacter sp. LF10	3403576	S	634	0.00004	5350	0.00026	158	0.00001	636	0.00007	1920	0.00018	135	0.00001	492	0.00003	542	0.00004	897	0.00004	4947	0.00010	200	0.00001	74	0.00000	157	0.00001	182	0.00001	67	0.00001	3765	0.00007	0	0.00000	100	0.00001	156	0.00001	0	0.00000
Acinetobacter sp. LUNF3	2925837	S	389	0.00002	4476	0.00022	80	0.00001	462	0.00005	1173	0.00011	113	0.00001	413	0.00002	261	0.00002	445	0.00002	26	0.00000	854	0.00004	0	0.00000	93	0.00001	93	0.00000	66	0.00001	4097	0.00007	370	0.00005	105	0.00001	0	0.00000	74	0.00001
Acinetobacter sp. FL	3231720	S	206	0.00001	2063	0.00010	0	0.00000	303	0.00003	690	0.00007	44	0.00000	890	0.00005	334	0.00002	322	0.00001	2403	0.00005	76	0.00000	0	0.00000	0	0.00000	43	0.00000	42	0.00000	1607	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter sp. D009	3138069	S	243	0.00001	626	0.00003	58	0.00000	57	0.00001	194	0.00002	103	0.00001	151	0.00001	96	0.00001	256	0.00001	28615	0.00056	61	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	444	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter sp. AHP123	2913495	S	120	0.00001	1488	0.00007	68	0.00001	180	0.00002	351	0.00003	40	0.00000	231	0.00001	135	0.00001	175	0.00001	1402863	0.02721	46	0.00000	42	0.00000	75	0.00001	59	0.00000	56	0.00000	1119	0.00002	29	0.00000	53	0.00000	33	0.00000	36	0.00000
Acinetobacter sp. 8_A20231192	3141545	S	493	0.00003	1403	0.00007	0	0.00000	120	0.00001	264	0.00003	0	0.00000	537	0.00003	0	0.00000	539	0.00002	2621	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2077	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter sp. Tol 5	710648	S	114	0.00001	3605	0.00017	91	0.00001	267	0.00003	663	0.00006	67	0.00001	419	0.00002	211	0.00001	229	0.00001	471	0.00001	103	0.00001	246	0.00001	86	0.00001	398	0.00001	81	0.00001	2118	0.00004	0	0.00000	93	0.00001	0	0.00000	147	0.00001
Acinetobacter sp. P1332	3366266	S	317	0.00002	6140	0.00030	248	0.00002	622	0.00007	1216	0.00012	0	0.00000	798	0.00005	497	0.00003	489	0.00002	8423	0.00016	162	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4269	0.00008	0	0.00000	283	0.00002	0	0.00000	0	0.00000
Acinetobacter sp. 16	3081771	S	250	0.00001	1584	0.00008	0	0.00000	162	0.00002	393	0.00004	0	0.00000	327	0.00002	231	0.00002	603	0.00002	1143	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1400	0.00003	0	0.00000	0	0.00000	251	0.00002	0	0.00000
Acinetobacter sp. Res13-Abat-PEC07-P2-02	2777947	S	68	0.00000	825	0.00004	0	0.00000	82	0.00001	200	0.00002	0	0.00000	100	0.00001	60	0.00000	116	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	307	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter sp. BHS4	2836181	S	29	0.00000	902	0.00004	41	0.00000	73	0.00001	215	0.00002	0	0.00000	125	0.00001	54	0.00000	124	0.00000	44408	0.00086	93	0.00000	38	0.00000	44	0.00000	124	0.00000	0	0.00000	908	0.00002	0	0.00000	37	0.00000	0	0.00000	0	0.00000
Acinetobacter baumannii	470	S	32779	0.00193	149958	0.00723	11326	0.00098	16224	0.00181	30649	0.00293	8694	0.00091	41448	0.00245	18947	0.00128	42329	0.00170	3538077	0.06862	15614	0.00082	8190	0.00031	10223	0.00070	10112	0.00029	7110	0.00063	74870	0.00134	6211	0.00084	17335	0.00126	5901	0.00048	7980	0.00071
Acinetobacter pittii	48296	S	4999	0.00029	28974	0.00140	2074	0.00018	5796	0.00065	7853	0.00075	1895	0.00020	5116	0.00030	3455	0.00023	7398	0.00030	3863030	0.07493	3378	0.00018	3911	0.00015	2320	0.00016	4195	0.00012	1431	0.00013	24939	0.00045	1338	0.00018	1732	0.00013	1500	0.00012	1827	0.00016
Acinetobacter seifertii	1530123	S	2932	0.00017	13971	0.00067	877	0.00008	1424	0.00016	3218	0.00031	675	0.00007	2067	0.00012	1325	0.00009	3931	0.00016	922211	0.01789	1196	0.00006	993	0.00004	906	0.00006	1367	0.00004	646	0.00006	11707	0.00021	440	0.00006	849	0.00006	418	0.00003	747	0.00007
Acinetobacter nosocomialis	106654	S	2277	0.00013	9623	0.00046	747	0.00006	1111	0.00012	2363	0.00023	527	0.00005	1565	0.00009	1167	0.00008	2968	0.00012	278439	0.00540	1398	0.00007	845	0.00003	871	0.00006	1112	0.00003	585	0.00005	8516	0.00015	577	0.00008	557	0.00004	310	0.00003	809	0.00007
Acinetobacter calcoaceticus	471	S	1378	0.00008	7078	0.00034	392	0.00003	754	0.00008	1947	0.00019	346	0.00004	901	0.00005	705	0.00005	1978	0.00008	951969	0.01846	560	0.00003	251	0.00001	408	0.00003	344	0.00001	333	0.00003	6708	0.00012	230	0.00003	320	0.00002	309	0.00003	354	0.00003
Acinetobacter lactucae	1785128	S	454	0.00003	3408	0.00016	274	0.00002	382	0.00004	950	0.00009	210	0.00002	495	0.00003	381	0.00003	775	0.00003	754079	0.01463	429	0.00002	346	0.00001	170	0.00001	401	0.00001	162	0.00001	3322	0.00006	142	0.00002	226	0.00002	237	0.00002	161	0.00001
Acinetobacter lwoffii	28090	S	24168	0.00142	259050	0.01249	7418	0.00064	31365	0.00350	39599	0.00379	2220	0.00023	170185	0.01005	34298	0.00232	34227	0.00138	9755	0.00019	1983	0.00010	812	0.00003	1490	0.00010	924	0.00003	4555	0.00040	94133	0.00168	558	0.00008	965	0.00007	587	0.00005	1075	0.00010
Acinetobacter indicus	756892	S	9534	0.00056	107918	0.00520	2767	0.00024	11624	0.00130	22514	0.00216	1611	0.00017	30775	0.00182	8649	0.00058	12848	0.00052	4651	0.00009	3092	0.00016	1368	0.00005	1449	0.00010	1782	0.00005	1675	0.00015	76302	0.00136	1160	0.00016	1705	0.00012	861	0.00007	1187	0.00011
Acinetobacter johnsonii	40214	S	9257	0.00054	108604	0.00524	2473	0.00021	9767	0.00109	22661	0.00217	1626	0.00017	17841	0.00105	7302	0.00049	12983	0.00052	8664	0.00017	2347	0.00012	3522	0.00014	1581	0.00011	4599	0.00013	1542	0.00014	73623	0.00132	824	0.00011	1660	0.00012	1607	0.00013	1298	0.00012
Acinetobacter schindleri	108981	S	4727	0.00028	50896	0.00245	1345	0.00012	6399	0.00071	12250	0.00117	859	0.00009	14710	0.00087	4653	0.00031	6333	0.00025	8088	0.00016	825	0.00004	463	0.00002	1255	0.00009	690	0.00002	987	0.00009	38067	0.00068	312	0.00004	709	0.00005	592	0.00005	835	0.00007
Acinetobacter towneri	202956	S	5963	0.00035	57109	0.00275	1979	0.00017	5819	0.00065	12027	0.00115	1088	0.00011	12141	0.00072	4482	0.00030	8581	0.00035	3463	0.00007	1443	0.00008	675	0.00003	900	0.00006	993	0.00003	884	0.00008	43264	0.00077	600	0.00008	1014	0.00007	795	0.00006	629	0.00006
Acinetobacter piscicola	2006115	S	2650	0.00016	21214	0.00102	557	0.00005	2062	0.00023	5332	0.00051	461	0.00005	2582	0.00015	1564	0.00011	3521	0.00014	2942	0.00006	761	0.00004	290	0.00001	754	0.00005	397	0.00001	517	0.00005	22394	0.00040	282	0.00004	350	0.00003	497	0.00004	501	0.00004
Acinetobacter soli	487316	S	2272	0.00013	11763	0.00057	450	0.00004	1268	0.00014	2877	0.00028	359	0.00004	2275	0.00013	937	0.00006	3082	0.00012	5273	0.00010	905	0.00005	1514	0.00006	446	0.00003	1229	0.00004	356	0.00003	9972	0.00018	357	0.00005	435	0.00003	405	0.00003	406	0.00004
Acinetobacter thermotolerans	3151487	S	2079	0.00012	33761	0.00163	583	0.00005	2946	0.00033	6377	0.00061	403	0.00004	7907	0.00047	2319	0.00016	3086	0.00012	2488	0.00005	505	0.00003	251	0.00001	362	0.00002	341	0.00001	418	0.00004	23165	0.00041	190	0.00003	311	0.00002	205	0.00002	319	0.00003
Acinetobacter venetianus	52133	S	1969	0.00012	8616	0.00042	319	0.00003	739	0.00008	1966	0.00019	245	0.00003	1122	0.00007	674	0.00005	2737	0.00011	5309	0.00010	482	0.00003	1441	0.00006	303	0.00002	2036	0.00006	329	0.00003	7458	0.00013	166	0.00002	600	0.00004	291	0.00002	225	0.00002
Acinetobacter radioresistens	40216	S	2887	0.00017	17143	0.00083	482	0.00004	1427	0.00016	3100	0.00030	274	0.00003	6035	0.00036	1516	0.00010	4095	0.00016	3641	0.00007	330	0.00002	226	0.00001	304	0.00002	314	0.00001	307	0.00003	9081	0.00016	136	0.00002	225	0.00002	241	0.00002	245	0.00002
Acinetobacter bouvetii	202951	S	1640	0.00010	20018	0.00097	360	0.00003	1750	0.00020	4677	0.00045	311	0.00003	2025	0.00012	1130	0.00008	2282	0.00009	2544	0.00005	386	0.00002	334	0.00001	281	0.00002	367	0.00001	235	0.00002	18003	0.00032	161	0.00002	319	0.00002	168	0.00001	249	0.00002
Acinetobacter wanghuae	2662362	S	1559	0.00009	32171	0.00155	343	0.00003	3618	0.00040	7526	0.00072	233	0.00002	8173	0.00048	2551	0.00017	2372	0.00010	2698	0.00005	459	0.00002	55	0.00000	146	0.00001	80	0.00000	235	0.00002	24081	0.00043	187	0.00003	112	0.00001	105	0.00001	103	0.00001
Acinetobacter haemolyticus	29430	S	2050	0.00012	14400	0.00069	808	0.00007	1541	0.00017	3094	0.00030	583	0.00006	2708	0.00016	1420	0.00010	3229	0.00013	9935	0.00019	1052	0.00006	578	0.00002	855	0.00006	667	0.00002	486	0.00004	9969	0.00018	391	0.00005	959	0.00007	432	0.00004	555	0.00005
Acinetobacter variabilis	70346	S	3411	0.00020	49580	0.00239	1320	0.00011	5813	0.00065	11714	0.00112	928	0.00010	16583	0.00098	4812	0.00033	4805	0.00019	1314	0.00003	900	0.00005	757	0.00003	741	0.00005	1037	0.00003	734	0.00007	34268	0.00061	322	0.00004	629	0.00005	545	0.00004	522	0.00005
Acinetobacter cumulans	2136182	S	2150	0.00013	25623	0.00124	498	0.00004	2285	0.00025	5845	0.00056	346	0.00004	2361	0.00014	1291	0.00009	2790	0.00011	2758	0.00005	391	0.00002	446	0.00002	190	0.00001	555	0.00002	222	0.00002	20860	0.00037	171	0.00002	145	0.00001	314	0.00003	197	0.00002
Acinetobacter equi	1324350	S	1401	0.00008	12643	0.00061	369	0.00003	974	0.00011	2461	0.00024	240	0.00003	1556	0.00009	653	0.00004	2078	0.00008	4831	0.00009	409	0.00002	183	0.00001	270	0.00002	294	0.00001	186	0.00002	9747	0.00017	145	0.00002	224	0.00002	157	0.00001	233	0.00002
Acinetobacter tibetensis	2943497	S	1460	0.00009	13470	0.00065	211	0.00002	1238	0.00014	3268	0.00031	216	0.00002	1276	0.00008	734	0.00005	1927	0.00008	3719	0.00007	376	0.00002	70	0.00000	120	0.00001	72	0.00000	153	0.00001	12519	0.00022	139	0.00002	234	0.00002	103	0.00001	148	0.00001
Acinetobacter lanii	2715163	S	1349	0.00008	24299	0.00117	293	0.00003	2071	0.00023	5553	0.00053	259	0.00003	2418	0.00014	1202	0.00008	2041	0.00008	617	0.00001	231	0.00001	84	0.00000	250	0.00002	115	0.00000	254	0.00002	22089	0.00039	96	0.00001	325	0.00002	380	0.00003	154	0.00001
Acinetobacter defluvii	1871111	S	2005	0.00012	15112	0.00073	400	0.00003	1873	0.00021	4667	0.00045	328	0.00003	1575	0.00009	1191	0.00008	2850	0.00011	2815	0.00005	492	0.00003	973	0.00004	322	0.00002	938	0.00003	287	0.00003	19481	0.00035	198	0.00003	437	0.00003	286	0.00002	289	0.00003
Acinetobacter larvae	1789224	S	1202	0.00007	6189	0.00030	235	0.00002	636	0.00007	1489	0.00014	187	0.00002	764	0.00005	510	0.00003	1726	0.00007	2215	0.00004	330	0.00002	127	0.00000	158	0.00001	195	0.00001	204	0.00002	5738	0.00010	135	0.00002	431	0.00003	237	0.00002	133	0.00001
Acinetobacter wuhouensis	1879050	S	1773	0.00010	26802	0.00129	715	0.00006	2899	0.00032	7369	0.00071	596	0.00006	3136	0.00019	1899	0.00013	2720	0.00011	5325	0.00010	764	0.00004	694	0.00003	550	0.00004	908	0.00003	398	0.00004	29227	0.00052	284	0.00004	340	0.00002	323	0.00003	381	0.00003
Acinetobacter vivianii	1776742	S	1215	0.00007	5718	0.00028	174	0.00001	528	0.00006	1351	0.00013	119	0.00001	634	0.00004	431	0.00003	1476	0.00006	9430	0.00018	281	0.00001	155	0.00001	147	0.00001	217	0.00001	130	0.00001	4873	0.00009	104	0.00001	152	0.00001	100	0.00001	123	0.00001
Acinetobacter ursingii	108980	S	2489	0.00015	16264	0.00078	614	0.00005	1447	0.00016	3666	0.00035	382	0.00004	2061	0.00012	1396	0.00009	3276	0.00013	8321	0.00016	780	0.00004	398	0.00002	747	0.00005	503	0.00001	571	0.00005	10615	0.00019	238	0.00003	367	0.00003	408	0.00003	565	0.00005
Acinetobacter gandensis	1443941	S	1813	0.00011	44538	0.00215	933	0.00008	4156	0.00046	10215	0.00098	478	0.00005	5791	0.00034	2490	0.00017	2971	0.00012	1676	0.00003	1025	0.00005	577	0.00002	274	0.00002	752	0.00002	477	0.00004	37826	0.00068	365	0.00005	462	0.00003	279	0.00002	196	0.00002
Acinetobacter corruptisaponis	3045147	S	1343	0.00008	7156	0.00035	271	0.00002	681	0.00008	1655	0.00016	230	0.00002	967	0.00006	480	0.00003	1824	0.00007	4017	0.00008	347	0.00002	129	0.00000	257	0.00002	168	0.00000	203	0.00002	6113	0.00011	124	0.00002	455	0.00003	402	0.00003	210	0.00002
Acinetobacter colistiniresistens	280145	S	1039	0.00006	5985	0.00029	228	0.00002	526	0.00006	1352	0.00013	148	0.00002	785	0.00005	442	0.00003	1417	0.00006	2482	0.00005	253	0.00001	160	0.00001	119	0.00001	171	0.00000	132	0.00001	5051	0.00009	82	0.00001	200	0.00001	93	0.00001	96	0.00001
Acinetobacter shaoyimingii	2715164	S	907	0.00005	17162	0.00083	243	0.00002	1607	0.00018	3940	0.00038	191	0.00002	1662	0.00010	897	0.00006	1477	0.00006	866	0.00002	281	0.00001	533	0.00002	240	0.00002	517	0.00001	181	0.00002	15786	0.00028	86	0.00001	136	0.00001	223	0.00002	115	0.00001
Acinetobacter baylyi	202950	S	857	0.00005	6958	0.00034	393	0.00003	709	0.00008	2127	0.00020	250	0.00003	940	0.00006	610	0.00004	1223	0.00005	15963	0.00031	342	0.00002	392	0.00002	295	0.00002	495	0.00001	252	0.00002	6582	0.00012	131	0.00002	396	0.00003	156	0.00001	234	0.00002
Acinetobacter chinensis	2004650	S	1203	0.00007	10427	0.00050	326	0.00003	1092	0.00012	2709	0.00026	321	0.00003	1448	0.00009	782	0.00005	1616	0.00007	734	0.00001	535	0.00003	275	0.00001	241	0.00002	407	0.00001	191	0.00002	9978	0.00018	196	0.00003	218	0.00002	176	0.00001	184	0.00002
Acinetobacter junii	40215	S	1598	0.00009	10771	0.00052	803	0.00007	1222	0.00014	2529	0.00024	499	0.00005	2402	0.00014	1177	0.00008	2384	0.00010	6302	0.00012	1410	0.00007	337	0.00001	564	0.00004	497	0.00001	376	0.00003	7198	0.00013	665	0.00009	330	0.00002	409	0.00003	478	0.00004
Acinetobacter bereziniae	106648	S	1191	0.00007	6272	0.00030	382	0.00003	700	0.00008	1599	0.00015	416	0.00004	1331	0.00008	778	0.00005	1674	0.00007	2721	0.00005	530	0.00003	476	0.00002	311	0.00002	554	0.00002	950	0.00008	6439	0.00012	195	0.00003	479	0.00003	531	0.00004	2221	0.00020
Acinetobacter courvalinii	280147	S	679	0.00004	7542	0.00036	222	0.00002	788	0.00009	1858	0.00018	188	0.00002	896	0.00005	495	0.00003	896	0.00004	4754	0.00009	242	0.00001	139	0.00001	147	0.00001	138	0.00000	168	0.00001	6988	0.00012	73	0.00001	191	0.00001	72	0.00001	125	0.00001
Acinetobacter portensis	1839785	S	1544	0.00009	362337	0.01747	6958	0.00060	5715	0.00064	2908	0.00028	1707	0.00018	4939	0.00029	1051	0.00007	2119	0.00009	1119	0.00002	369	0.00002	391	0.00002	247	0.00002	474	0.00001	190	0.00002	6272	0.00011	207	0.00003	174	0.00001	520	0.00004	210	0.00002
Acinetobacter guillouiae	106649	S	623	0.00004	6177	0.00030	379	0.00003	694	0.00008	1457	0.00014	302	0.00003	1163	0.00007	677	0.00005	871	0.00004	2964	0.00006	471	0.00002	176	0.00001	223	0.00002	231	0.00001	170	0.00002	5520	0.00010	162	0.00002	258	0.00002	211	0.00002	225	0.00002
Acinetobacter dispersus	70348	S	434	0.00003	3863	0.00019	195	0.00002	333	0.00004	1021	0.00010	122	0.00001	533	0.00003	310	0.00002	705	0.00003	3319	0.00006	244	0.00001	196	0.00001	146	0.00001	292	0.00001	83	0.00001	3364	0.00006	114	0.00002	279	0.00002	93	0.00001	114	0.00001
Acinetobacter proteolyticus	1776741	S	405	0.00002	4074	0.00020	168	0.00001	383	0.00004	922	0.00009	112	0.00001	550	0.00003	303	0.00002	573	0.00002	1957	0.00004	208	0.00001	68	0.00000	106	0.00001	102	0.00000	114	0.00001	3760	0.00007	74	0.00001	100	0.00001	176	0.00001	86	0.00001
Acinetobacter suaedae	2609668	S	401	0.00002	2937	0.00014	165	0.00001	320	0.00004	798	0.00008	114	0.00001	383	0.00002	247	0.00002	609	0.00002	3663	0.00007	127	0.00001	30	0.00000	101	0.00001	40	0.00000	98	0.00001	2536	0.00005	44	0.00001	96	0.00001	70	0.00001	78	0.00001
Acinetobacter terrestris	2529843	S	821	0.00005	195679	0.00944	1478	0.00013	20420	0.00228	60786	0.00582	1045	0.00011	9823	0.00058	7724	0.00052	1315	0.00005	23	0.00000	279	0.00001	49	0.00000	252	0.00002	0	0.00000	162	0.00001	402783	0.00720	120	0.00002	110	0.00001	0	0.00000	0	0.00000
Acinetobacter oleivorans	1148157	S	382	0.00002	1305	0.00006	95	0.00001	151	0.00002	301	0.00003	69	0.00001	174	0.00001	144	0.00001	658	0.00003	1385316	0.02687	149	0.00001	193	0.00001	89	0.00001	270	0.00001	37	0.00000	1151	0.00002	59	0.00001	108	0.00001	73	0.00001	71	0.00001
Acinetobacter septicus	465797	S	304	0.00002	1800	0.00009	124	0.00001	262	0.00003	622	0.00006	51	0.00001	346	0.00002	292	0.00002	577	0.00002	892	0.00002	631	0.00003	0	0.00000	182	0.00001	47	0.00000	119	0.00001	1256	0.00002	218	0.00003	53	0.00000	124	0.00001	244	0.00002
Acinetobacter gerneri	202952	S	243	0.00001	471	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	314	0.00002	199	0.00001	330	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	108	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Moraxella sp. K1664	2780077	S	976	0.00006	710	0.00003	190	0.00002	140	0.00002	149	0.00001	144	0.00002	356	0.00002	254	0.00002	1276	0.00005	0	0.00000	437	0.00002	205	0.00001	219	0.00001	214	0.00001	214	0.00002	259	0.00000	164	0.00002	183	0.00001	197	0.00002	120	0.00001
Moraxella sp. FZFQ2102	2953752	S	2554	0.00015	792	0.00004	558	0.00005	393	0.00004	477	0.00005	510	0.00005	859	0.00005	755	0.00005	3589	0.00014	0	0.00000	1049	0.00006	449	0.00002	604	0.00004	599	0.00002	713	0.00006	290	0.00001	388	0.00005	582	0.00004	385	0.00003	446	0.00004
Moraxella sp. ZY200743	2911970	S	736	0.00004	149	0.00001	187	0.00002	0	0.00000	134	0.00001	90	0.00001	477	0.00003	185	0.00001	998	0.00004	0	0.00000	184	0.00001	0	0.00000	162	0.00001	0	0.00000	159	0.00001	115	0.00000	0	0.00000	205	0.00001	0	0.00000	128	0.00001
Moraxella nasicaprae	2904122	S	1754	0.00010	873	0.00004	321	0.00003	160	0.00002	175	0.00002	271	0.00003	303	0.00002	350	0.00002	2073	0.00008	0	0.00000	484	0.00003	125	0.00000	206	0.00001	162	0.00000	285	0.00003	294	0.00001	162	0.00002	208	0.00002	139	0.00001	179	0.00002
Moraxella cuniculi	34061	S	1554	0.00009	624	0.00003	201	0.00002	120	0.00001	97	0.00001	127	0.00001	372	0.00002	260	0.00002	1973	0.00008	0	0.00000	354	0.00002	83	0.00000	154	0.00001	136	0.00000	206	0.00002	299	0.00001	92	0.00001	124	0.00001	105	0.00001	111	0.00001
