name	taxonomy_id	taxonomy_lvl	C10_S21_O._num	C10_S21_O._frac	C1_S12_O._num	C1_S12_O._frac	C2_S13_O._num	C2_S13_O._frac	C3_S14_O._num	C3_S14_O._frac	C4_S15_O._num	C4_S15_O._frac	C5_S16_O._num	C5_S16_O._frac	C6_S17_O._num	C6_S17_O._frac	C7_S18_O._num	C7_S18_O._frac	C9_S20_O._num	C9_S20_O._frac	Post_Cntl_O._num	Post_Cntl_O._frac	S10_S11_O._num	S10_S11_O._frac	S1_S2_O._num	S1_S2_O._frac	S2_S3_O._num	S2_S3_O._frac	S3_S4_O._num	S3_S4_O._frac	S4_S5_O._num	S4_S5_O._frac	S5_S6_O._num	S5_S6_O._frac	S6_S7_O._num	S6_S7_O._frac	S7_S8_O._num	S7_S8_O._frac	S8_S9_O._num	S8_S9_O._frac	S9_S10_O._num	S9_S10_O._frac
Pimascovirales	2732555	O	175	0.00001	256	0.00001	292	0.00003	203	0.00002	225	0.00002	232	0.00002	261	0.00002	313	0.00002	187	0.00001	0	0.00000	329	0.00002	335	0.00001	290	0.00002	454	0.00001	162	0.00001	508	0.00001	126	0.00002	188	0.00001	255	0.00002	183	0.00002
Algavirales	2732524	O	145	0.00001	234	0.00001	221	0.00002	106	0.00001	200	0.00002	192	0.00002	231	0.00001	257	0.00002	189	0.00001	0	0.00000	286	0.00002	199	0.00001	302	0.00002	335	0.00001	214	0.00002	357	0.00001	108	0.00001	226	0.00002	138	0.00001	315	0.00003
Chitovirales	2732527	O	308	0.00002	459	0.00002	427	0.00004	278	0.00003	454	0.00004	391	0.00004	542	0.00003	556	0.00004	347	0.00001	0	0.00000	665	0.00003	423	0.00002	444	0.00003	640	0.00002	266	0.00002	746	0.00001	303	0.00004	390	0.00003	372	0.00003	353	0.00003
Rowavirales	2732559	O	25	0.00000	47	0.00000	49	0.00000	23	0.00000	29	0.00000	85	0.00001	40	0.00000	42	0.00000	31	0.00000	0	0.00000	55	0.00000	32	0.00000	73	0.00000	36	0.00000	39	0.00000	82	0.00000	20	0.00000	892	0.00006	35	0.00000	66	0.00001
Kalamavirales	2732558	O	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lefavirales	2840070	O	492	0.00003	812	0.00004	554	0.00005	481	0.00005	417	0.00004	472	0.00005	690	0.00004	821	0.00006	612	0.00002	0	0.00000	877	0.00005	771	0.00003	698	0.00005	1241	0.00004	421	0.00004	715	0.00001	317	0.00004	617	0.00004	534	0.00004	409	0.00004
Bunyavirales	1980410	O	93	0.00001	124	0.00001	106	0.00001	60	0.00001	77	0.00001	97	0.00001	88	0.00001	113	0.00001	121	0.00000	54	0.00000	165	0.00001	204	0.00001	122	0.00001	328	0.00001	67	0.00001	155	0.00000	64	0.00001	117	0.00001	67	0.00001	91	0.00001
Mononegavirales	11157	O	38	0.00000	89	0.00000	62	0.00001	62	0.00001	60	0.00001	74	0.00001	89	0.00001	78	0.00001	70	0.00000	0	0.00000	120	0.00001	64	0.00000	46	0.00000	96	0.00000	28	0.00000	80	0.00000	69	0.00001	40	0.00000	45	0.00000	42	0.00000
Picornavirales	464095	O	62	0.00000	50	0.00000	52	0.00000	22	0.00000	35	0.00000	32	0.00000	38	0.00000	51	0.00000	67	0.00000	0	0.00000	104	0.00001	40	0.00000	49	0.00000	55	0.00000	31	0.00000	108	0.00000	32	0.00000	52	0.00000	33	0.00000	29	0.00000
Nidovirales	76804	O	24	0.00000	54	0.00000	35	0.00000	18	0.00000	33	0.00000	24	0.00000	39	0.00000	46	0.00000	35	0.00000	0	0.00000	45	0.00000	26	0.00000	28	0.00000	35	0.00000	16	0.00000	65	0.00000	13	0.00000	42	0.00000	29	0.00000	16	0.00000
Patatavirales	2732550	O	16	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	17	0.00000	13	0.00000	13	0.00000	0	0.00000	0	0.00000	10	0.00000	35	0.00000	10	0.00000	37	0.00000	0	0.00000	21	0.00000	0	0.00000	16	0.00000	17	0.00000	0	0.00000
Durnavirales	2732549	O	10	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	12	0.00000	0	0.00000	22	0.00000	11	0.00000	0	0.00000
Martellivirales	2732544	O	57	0.00000	29	0.00000	24	0.00000	24	0.00000	15	0.00000	30	0.00000	31	0.00000	27	0.00000	64	0.00000	0	0.00000	26	0.00000	59	0.00000	14	0.00000	79	0.00000	10	0.00000	46	0.00000	12	0.00000	15	0.00000	15	0.00000	13	0.00000
Tymovirales	675063	O	32	0.00000	0	0.00000	24	0.00000	0	0.00000	13	0.00000	10	0.00000	0	0.00000	19	0.00000	31	0.00000	0	0.00000	20	0.00000	16	0.00000	11	0.00000	22	0.00000	0	0.00000	18	0.00000	11	0.00000	12	0.00000	20	0.00000	14	0.00000
Reovirales	2732541	O	19	0.00000	40	0.00000	33	0.00000	17	0.00000	26	0.00000	12	0.00000	27	0.00000	40	0.00000	56	0.00000	0	0.00000	42	0.00000	42	0.00000	54	0.00000	48	0.00000	34	0.00000	21	0.00000	20	0.00000	129	0.00001	80	0.00001	26	0.00000
Norzivirales	2842247	O	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	23	0.00000	0	0.00000	20	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ortervirales	2169561	O	12	0.00000	17	0.00000	229	0.00002	25	0.00000	0	0.00000	235	0.00002	14	0.00000	391	0.00003	24	0.00000	0	0.00000	47	0.00000	213	0.00001	12	0.00000	48	0.00000	11	0.00000	33	0.00000	28	0.00000	24	0.00000	21	0.00000	10	0.00000
Tubulavirales	2732094	O	94	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	146	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geplafuvirales	2732539	O	27	0.00000	32	0.00000	19	0.00000	20	0.00000	15	0.00000	17	0.00000	14	0.00000	28	0.00000	38	0.00000	0	0.00000	43	0.00000	94	0.00000	34	0.00000	152	0.00000	18	0.00000	53	0.00000	13	0.00000	15	0.00000	37	0.00000	31	0.00000
Piccovirales	2732534	O	22	0.00000	0	0.00000	19	0.00000	0	0.00000	15	0.00000	22	0.00000	0	0.00000	28	0.00000	33	0.00000	0	0.00000	24	0.00000	0	0.00000	32	0.00000	13	0.00000	21	0.00000	21	0.00000	0	0.00000	16	0.00000	0	0.00000	17	0.00000
Sepolyvirales	2732532	O	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000
Ligamenvirales	1511857	O	31	0.00000	19	0.00000	49	0.00000	27	0.00000	25	0.00000	34	0.00000	35	0.00000	49	0.00000	28	0.00000	0	0.00000	35	0.00000	99	0.00000	96	0.00001	140	0.00000	51	0.00000	42	0.00000	10	0.00000	55	0.00000	20	0.00000	57	0.00001
Halopanivirales	2732011	O	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	10	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nakonvirales	3044432	O	0	0.00000	442	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1290	0.00010	0	0.00000
Asfuvirales	2732526	O	0	0.00000	18	0.00000	19	0.00000	15	0.00000	12	0.00000	18	0.00000	42	0.00000	22	0.00000	0	0.00000	0	0.00000	39	0.00000	29	0.00000	0	0.00000	16	0.00000	0	0.00000	33	0.00000	11	0.00000	10	0.00000	33	0.00000	0	0.00000
Amarillovirales	2732545	O	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Zurhausenvirales	2732533	O	0	0.00000	0	0.00000	20	0.00000	20	0.00000	0	0.00000	17	0.00000	12	0.00000	18	0.00000	0	0.00000	0	0.00000	18	0.00000	14	0.00000	16	0.00000	13	0.00000	0	0.00000	22	0.00000	0	0.00000	10	0.00000	38	0.00000	14	0.00000
Cirlivirales	2732536	O	0	0.00000	0	0.00000	0	0.00000	10	0.00000	26	0.00000	0	0.00000	24	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ghabrivirales	2732540	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	135	0.00000	0	0.00000	31	0.00000	16	0.00000	12	0.00000	32	0.00000	0	0.00000
Cryppavirales	2732503	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	88	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000
Petitvirales	2732414	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Coyopavirales	3044427	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jingchuvirales	2499407	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Mulpavirales	2732538	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Priklausovirales	2732556	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	66	0.00000	0	0.00000	14	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sobelivirales	2732553	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	35	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kirjokansivirales	2942676	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	746	0.00002	0	0.00000	884	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Articulavirales	2499411	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000
Timlovirales	2842249	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000	50	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rohanvirales	2942679	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Maximonvirales	3044431	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000
