name	taxonomy_id	taxonomy_lvl	C10_S21_G._num	C10_S21_G._frac	C1_S12_G._num	C1_S12_G._frac	C2_S13_G._num	C2_S13_G._frac	C3_S14_G._num	C3_S14_G._frac	C4_S15_G._num	C4_S15_G._frac	C5_S16_G._num	C5_S16_G._frac	C6_S17_G._num	C6_S17_G._frac	C7_S18_G._num	C7_S18_G._frac	C9_S20_G._num	C9_S20_G._frac	Post_Cntl_G._num	Post_Cntl_G._frac	S10_S11_G._num	S10_S11_G._frac	S1_S2_G._num	S1_S2_G._frac	S2_S3_G._num	S2_S3_G._frac	S3_S4_G._num	S3_S4_G._frac	S4_S5_G._num	S4_S5_G._frac	S5_S6_G._num	S5_S6_G._frac	S6_S7_G._num	S6_S7_G._frac	S7_S8_G._num	S7_S8_G._frac	S8_S9_G._num	S8_S9_G._frac	S9_S10_G._num	S9_S10_G._frac
Paraneptunicella	2905123	G	1093	0.00006	300	0.00001	303	0.00003	187	0.00002	203	0.00002	230	0.00002	337	0.00002	319	0.00002	1356	0.00005	0	0.00000	283	0.00001	141	0.00001	324	0.00002	217	0.00001	251	0.00002	480	0.00001	131	0.00002	259	0.00002	135	0.00001	236	0.00002
Planctobacterium	2200736	G	1075	0.00006	395	0.00002	224	0.00002	120	0.00001	129	0.00001	172	0.00002	308	0.00002	270	0.00002	1183	0.00005	0	0.00000	630	0.00003	261	0.00001	439	0.00003	403	0.00001	338	0.00003	422	0.00001	236	0.00003	413	0.00003	147	0.00001	314	0.00003
Saccharobesus	2894574	G	1005	0.00006	329	0.00002	243	0.00002	147	0.00002	171	0.00002	171	0.00002	281	0.00002	274	0.00002	1546	0.00006	0	0.00000	182	0.00001	157	0.00001	199	0.00001	206	0.00001	121	0.00001	336	0.00001	76	0.00001	159	0.00001	205	0.00002	140	0.00001
Neptunicella	2125985	G	991	0.00006	305	0.00001	304	0.00003	163	0.00002	146	0.00001	185	0.00002	292	0.00002	268	0.00002	1360	0.00005	0	0.00000	321	0.00002	343	0.00001	266	0.00002	545	0.00002	206	0.00002	500	0.00001	100	0.00001	270	0.00002	238	0.00002	236	0.00002
Ningiella	2751156	G	959	0.00006	243	0.00001	258	0.00002	108	0.00001	151	0.00001	134	0.00001	216	0.00001	235	0.00002	1324	0.00005	0	0.00000	306	0.00002	107	0.00000	203	0.00001	131	0.00000	148	0.00001	327	0.00001	135	0.00002	147	0.00001	172	0.00001	150	0.00001
Brumicola	3160924	G	914	0.00005	298	0.00001	252	0.00002	149	0.00002	185	0.00002	169	0.00002	290	0.00002	215	0.00001	1228	0.00005	0	0.00000	298	0.00002	63	0.00000	228	0.00002	88	0.00000	189	0.00002	310	0.00001	128	0.00002	186	0.00001	158	0.00001	204	0.00002
Hydrocarboniclastica	2650549	G	658	0.00004	298	0.00001	280	0.00002	198	0.00002	208	0.00002	241	0.00003	243	0.00001	226	0.00002	956	0.00004	0	0.00000	172	0.00001	317	0.00001	313	0.00002	474	0.00001	221	0.00002	766	0.00001	68	0.00001	326	0.00002	204	0.00002	237	0.00002
Saliniradius	2661818	G	391	0.00002	298	0.00001	308	0.00003	179	0.00002	226	0.00002	214	0.00002	273	0.00002	284	0.00002	607	0.00002	0	0.00000	244	0.00001	238	0.00001	300	0.00002	331	0.00001	254	0.00002	529	0.00001	106	0.00001	383	0.00003	309	0.00003	260	0.00002
Gayadomonas	1234605	G	91	0.00001	23	0.00000	27	0.00000	0	0.00000	11	0.00000	20	0.00000	49	0.00000	35	0.00000	109	0.00000	0	0.00000	34	0.00000	10	0.00000	14	0.00000	0	0.00000	0	0.00000	42	0.00000	15	0.00000	12	0.00000	16	0.00000	10	0.00000
Thalassotalea	1518149	G	17042	0.00100	4416	0.00021	3589	0.00031	2204	0.00025	2540	0.00024	2566	0.00027	4495	0.00027	4186	0.00028	23648	0.00095	38	0.00000	4797	0.00025	3174	0.00012	3509	0.00024	4079	0.00012	2392	0.00021	4593	0.00008	1844	0.00025	3390	0.00025	1887	0.00015	2856	0.00025
Colwellia	28228	G	12572	0.00074	2572	0.00012	1875	0.00016	1410	0.00016	1564	0.00015	1569	0.00016	2970	0.00018	2343	0.00016	17421	0.00070	0	0.00000	3402	0.00018	2313	0.00009	2049	0.00014	3251	0.00009	1409	0.00012	2831	0.00005	1235	0.00017	1833	0.00013	1478	0.00012	1561	0.00014
Thalassomonas	137583	G	2494	0.00015	1173	0.00006	967	0.00008	645	0.00007	768	0.00007	869	0.00009	968	0.00006	1022	0.00007	3236	0.00013	19	0.00000	1286	0.00007	800	0.00003	817	0.00006	1075	0.00003	629	0.00006	1700	0.00003	513	0.00007	1180	0.00009	649	0.00005	619	0.00006
Litorilituus	1407056	G	1972	0.00012	291	0.00001	191	0.00002	104	0.00001	157	0.00002	118	0.00001	465	0.00003	246	0.00002	2714	0.00011	0	0.00000	514	0.00003	95	0.00000	148	0.00001	100	0.00000	111	0.00001	273	0.00000	153	0.00002	221	0.00002	217	0.00002	115	0.00001
Pseudocolwellia	2848177	G	1737	0.00010	286	0.00001	319	0.00003	201	0.00002	237	0.00002	214	0.00002	558	0.00003	374	0.00003	2548	0.00010	0	0.00000	507	0.00003	272	0.00001	434	0.00003	437	0.00001	243	0.00002	373	0.00001	158	0.00002	317	0.00002	278	0.00002	340	0.00003
Cognaticolwellia	2848171	G	969	0.00006	222	0.00001	212	0.00002	124	0.00001	160	0.00002	167	0.00002	313	0.00002	201	0.00001	1527	0.00006	0	0.00000	324	0.00002	200	0.00001	198	0.00001	303	0.00001	146	0.00001	252	0.00000	148	0.00002	103	0.00001	83	0.00001	170	0.00002
Idiomarina	135575	G	12643	0.00074	2208	0.00011	1742	0.00015	1007	0.00011	1355	0.00013	1267	0.00013	2477	0.00015	1974	0.00013	16344	0.00066	58	0.00000	2363	0.00012	2251	0.00009	1730	0.00012	3130	0.00009	1175	0.00010	2614	0.00005	876	0.00012	1830	0.00013	1168	0.00010	1315	0.00012
Pseudidiomarina	2800384	G	4658	0.00027	851	0.00004	579	0.00005	346	0.00004	436	0.00004	374	0.00004	842	0.00005	680	0.00005	6392	0.00026	11	0.00000	529	0.00003	430	0.00002	726	0.00005	650	0.00002	526	0.00005	1021	0.00002	170	0.00002	491	0.00004	437	0.00004	535	0.00005
Psychromonas	67572	G	8419	0.00049	2476	0.00012	1897	0.00016	1228	0.00014	1467	0.00014	1527	0.00016	2669	0.00016	2244	0.00015	12085	0.00049	0	0.00000	2353	0.00012	2664	0.00010	1836	0.00012	3128	0.00009	1333	0.00012	2439	0.00004	918	0.00012	1898	0.00014	1489	0.00012	1485	0.00013
Moritella	58050	G	4255	0.00025	1623	0.00008	1120	0.00010	664	0.00007	963	0.00009	868	0.00009	1553	0.00009	1426	0.00010	6434	0.00026	0	0.00000	1393	0.00007	2032	0.00008	1263	0.00009	2450	0.00007	858	0.00008	1540	0.00003	560	0.00008	1138	0.00008	886	0.00007	1010	0.00009
Ferrimonas	44011	G	2292	0.00013	2400	0.00012	2001	0.00017	1275	0.00014	1737	0.00017	1563	0.00016	1965	0.00012	1846	0.00012	3139	0.00013	445	0.00001	2385	0.00013	2320	0.00009	1686	0.00011	3309	0.00010	1283	0.00011	3536	0.00006	941	0.00013	2430	0.00018	1754	0.00014	1194	0.00011
Motilimonas	1914248	G	1652	0.00010	242	0.00001	207	0.00002	96	0.00001	181	0.00002	164	0.00002	275	0.00002	243	0.00002	2157	0.00009	0	0.00000	283	0.00001	305	0.00001	212	0.00001	448	0.00001	115	0.00001	409	0.00001	93	0.00001	246	0.00002	153	0.00001	168	0.00001
Citrobacter	544	G	46198	0.00271	13124	0.00063	20784	0.00179	11799	0.00131	11699	0.00112	19517	0.00203	12797	0.00076	17028	0.00115	52141	0.00210	357471	0.00693	31025	0.00163	25371	0.00098	23225	0.00158	30220	0.00087	12549	0.00111	35692	0.00064	11361	0.00153	22373	0.00162	14434	0.00117	17376	0.00154
Klebsiella	570	G	50287	0.00295	20749	0.00100	49073	0.00422	24916	0.00277	26357	0.00252	39424	0.00411	18818	0.00111	30636	0.00207	58875	0.00237	3969608	0.07699	78127	0.00410	99641	0.00383	53114	0.00361	138078	0.00399	28930	0.00257	147331	0.00263	29716	0.00400	61964	0.00450	50516	0.00411	40013	0.00356
Raoultella	160674	G	2408	0.00014	2457	0.00012	3775	0.00032	2162	0.00024	2348	0.00022	3572	0.00037	2142	0.00013	3184	0.00022	3089	0.00012	2706639	0.05249	5162	0.00027	4367	0.00017	4496	0.00031	5793	0.00017	2750	0.00024	5986	0.00011	2133	0.00029	4545	0.00033	2800	0.00023	3258	0.00029
Enterobacter	547	G	24969	0.00147	19259	0.00093	33963	0.00292	17316	0.00193	18591	0.00178	30787	0.00321	16597	0.00098	24218	0.00164	32618	0.00131	74546	0.00145	40259	0.00211	37690	0.00145	33029	0.00225	49974	0.00144	18714	0.00166	59440	0.00106	15674	0.00211	35852	0.00260	22058	0.00179	24910	0.00221
Escherichia	561	G	47468	0.00279	36952	0.00178	49797	0.00429	54765	0.00610	159391	0.01523	46890	0.00488	129180	0.00762	49481	0.00334	59310	0.00238	22776074	0.44171	76435	0.00401	239014	0.00919	88867	0.00605	322700	0.00932	31877	0.00283	117608	0.00210	29495	0.00397	439109	0.03189	336845	0.02741	65221	0.00580
Candidatus Blochmanniella	203804	G	1875	0.00011	1198	0.00006	1184	0.00010	661	0.00007	996	0.00010	979	0.00010	1915	0.00011	1375	0.00009	2855	0.00011	37	0.00000	1992	0.00010	1678	0.00006	1343	0.00009	2320	0.00007	810	0.00007	1373	0.00002	814	0.00011	1174	0.00009	1086	0.00009	1058	0.00009
Candidatus Westeberhardia	1699619	G	78	0.00000	95	0.00000	135	0.00001	64	0.00001	72	0.00001	96	0.00001	111	0.00001	111	0.00001	196	0.00001	0	0.00000	101	0.00001	84	0.00000	150	0.00001	123	0.00000	86	0.00001	89	0.00000	58	0.00001	91	0.00001	147	0.00001	94	0.00001
Candidatus Regiella	568988	G	780	0.00005	443	0.00002	338	0.00003	196	0.00002	300	0.00003	157	0.00002	274	0.00002	213	0.00001	1073	0.00004	69	0.00000	105	0.00001	248	0.00001	346	0.00002	323	0.00001	219	0.00002	557	0.00001	43	0.00001	156	0.00001	222	0.00002	165	0.00001
Candidatus Williamhamiltonella	568987	G	770	0.00005	283	0.00001	177	0.00002	143	0.00002	163	0.00002	292	0.00003	573	0.00003	404	0.00003	1070	0.00004	4406	0.00009	569	0.00003	909	0.00003	195	0.00001	851	0.00002	104	0.00001	268	0.00000	240	0.00003	324	0.00002	137	0.00001	242	0.00002
Symbiopectobacterium	801	G	623	0.00004	296	0.00001	299	0.00003	219	0.00002	201	0.00002	232	0.00002	266	0.00002	267	0.00002	873	0.00004	250	0.00000	253	0.00001	259	0.00001	271	0.00002	324	0.00001	188	0.00002	466	0.00001	104	0.00001	321	0.00002	144	0.00001	227	0.00002
Candidatus Tachikawaea	1682492	G	512	0.00003	356	0.00002	451	0.00004	268	0.00003	291	0.00003	317	0.00003	377	0.00002	361	0.00002	585	0.00002	0	0.00000	440	0.00002	142	0.00001	263	0.00002	176	0.00001	189	0.00002	172	0.00000	162	0.00002	279	0.00002	159	0.00001	229	0.00002
Candidatus Purcelliella	472825	G	375	0.00002	208	0.00001	298	0.00003	144	0.00002	199	0.00002	203	0.00002	243	0.00001	290	0.00002	481	0.00002	28	0.00000	261	0.00001	279	0.00001	148	0.00001	324	0.00001	92	0.00001	267	0.00000	122	0.00002	256	0.00002	96	0.00001	176	0.00002
Candidatus Doolittlea	1906657	G	200	0.00001	59	0.00000	52	0.00000	18	0.00000	50	0.00000	96	0.00001	40	0.00000	52	0.00000	473	0.00002	26	0.00000	48	0.00000	160	0.00001	30	0.00000	245	0.00001	36	0.00000	159	0.00000	20	0.00000	109	0.00001	23	0.00000	35	0.00000
Candidatus Gullanella	1906661	G	185	0.00001	104	0.00001	113	0.00001	64	0.00001	92	0.00001	80	0.00001	156	0.00001	134	0.00001	274	0.00001	26	0.00000	72	0.00000	37	0.00000	203	0.00001	70	0.00000	123	0.00001	98	0.00000	23	0.00000	106	0.00001	26	0.00000	181	0.00002
Candidatus Hoaglandella	1906659	G	140	0.00001	89	0.00000	133	0.00001	74	0.00001	123	0.00001	41	0.00000	58	0.00000	162	0.00001	202	0.00001	20	0.00000	116	0.00001	85	0.00000	70	0.00000	103	0.00000	40	0.00000	141	0.00000	56	0.00001	130	0.00001	93	0.00001	42	0.00000
Candidatus Annandia	1302410	G	80	0.00000	112	0.00001	146	0.00001	78	0.00001	126	0.00001	119	0.00001	247	0.00001	162	0.00001	122	0.00000	0	0.00000	191	0.00001	218	0.00001	242	0.00002	270	0.00001	126	0.00001	147	0.00000	91	0.00001	249	0.00002	151	0.00001	215	0.00002
Candidatus Mikella	1906660	G	109	0.00001	82	0.00000	29	0.00000	12	0.00000	24	0.00000	44	0.00000	85	0.00001	39	0.00000	93	0.00000	0	0.00000	57	0.00000	207	0.00001	63	0.00000	257	0.00001	21	0.00000	52	0.00000	20	0.00000	86	0.00001	164	0.00001	42	0.00000
Kosakonia	1330547	G	3971	0.00023	3037	0.00015	2845	0.00024	1903	0.00021	2267	0.00022	2333	0.00024	4888	0.00029	2785	0.00019	8692	0.00035	6423	0.00012	3288	0.00017	4177	0.00016	3148	0.00021	5346	0.00015	2140	0.00019	6542	0.00012	1257	0.00017	3496	0.00025	2543	0.00021	4404	0.00039
Salmonella	590	G	63784	0.00375	21764	0.00105	43412	0.00374	19950	0.00222	22319	0.00213	43661	0.00455	13319	0.00079	24197	0.00163	77141	0.00310	63902	0.00124	50939	0.00268	27270	0.00105	35606	0.00242	29347	0.00085	28410	0.00252	49314	0.00088	18556	0.00250	50839	0.00369	37314	0.00304	22906	0.00204
Leclercia	83654	G	3954	0.00023	4270	0.00021	4510	0.00039	2550	0.00028	2451	0.00023	5536	0.00058	2445	0.00014	3385	0.00023	4742	0.00019	3416	0.00007	5298	0.00028	6928	0.00027	6961	0.00047	6020	0.00017	4122	0.00037	7635	0.00014	2144	0.00029	7277	0.00053	2852	0.00023	3389	0.00030
Buttiauxella	82976	G	2277	0.00013	912	0.00004	823	0.00007	552	0.00006	665	0.00006	740	0.00008	929	0.00005	948	0.00006	3020	0.00012	1692	0.00003	884	0.00005	1104	0.00004	930	0.00006	1420	0.00004	664	0.00006	2081	0.00004	310	0.00004	852	0.00006	689	0.00006	674	0.00006
Cronobacter	413496	G	2410	0.00014	2517	0.00012	2458	0.00021	1775	0.00020	3583	0.00034	2369	0.00025	2042	0.00012	4788	0.00032	3427	0.00014	2434	0.00005	3771	0.00020	2949	0.00011	2861	0.00019	6883	0.00020	1972	0.00017	6316	0.00011	2735	0.00037	2972	0.00022	2017	0.00016	2007	0.00018
Plesiomonas	702	G	4554	0.00027	846	0.00004	907	0.00008	597	0.00007	697	0.00007	729	0.00008	920	0.00005	933	0.00006	3158	0.00013	3037	0.00006	1101	0.00006	557	0.00002	780	0.00005	765	0.00002	568	0.00005	1624	0.00003	464	0.00006	1084	0.00008	471	0.00004	644	0.00006
Cedecea	158483	G	1805	0.00011	1610	0.00008	1589	0.00014	1108	0.00012	1270	0.00012	1443	0.00015	1381	0.00008	1590	0.00011	2315	0.00009	2548	0.00005	1938	0.00010	2157	0.00008	1789	0.00012	2615	0.00008	1184	0.00010	3771	0.00007	743	0.00010	1815	0.00013	1661	0.00014	1291	0.00011
Kluyvera	579	G	2091	0.00012	1563	0.00008	2032	0.00017	1190	0.00013	1369	0.00013	1682	0.00018	1537	0.00009	1710	0.00012	2715	0.00011	3311	0.00006	2507	0.00013	2475	0.00010	2623	0.00018	2874	0.00008	1723	0.00015	5933	0.00011	1090	0.00015	2131	0.00015	1428	0.00012	1963	0.00017
Lelliottia	1330545	G	1256	0.00007	1100	0.00005	1112	0.00010	795	0.00009	736	0.00007	922	0.00010	761	0.00004	1009	0.00007	1651	0.00007	941	0.00002	1279	0.00007	991	0.00004	858	0.00006	1339	0.00004	583	0.00005	25543	0.00046	476	0.00006	1151	0.00008	589	0.00005	729	0.00006
Mangrovibacter	451512	G	1367	0.00008	338	0.00002	714	0.00006	381	0.00004	321	0.00003	568	0.00006	302	0.00002	460	0.00003	1603	0.00006	229	0.00000	595	0.00003	1571	0.00006	585	0.00004	2181	0.00006	317	0.00003	729	0.00001	332	0.00004	740	0.00005	484	0.00004	419	0.00004
Superficieibacter	2303321	G	877	0.00005	480	0.00002	449	0.00004	302	0.00003	354	0.00003	377	0.00004	437	0.00003	465	0.00003	1099	0.00004	1422	0.00003	502	0.00003	387	0.00001	631	0.00004	575	0.00002	459	0.00004	747	0.00001	199	0.00003	587	0.00004	432	0.00004	425	0.00004
Phytobacter	447792	G	1378	0.00008	645	0.00003	1538	0.00013	738	0.00008	769	0.00007	1521	0.00016	774	0.00005	1155	0.00008	1619	0.00007	719	0.00001	2151	0.00011	1586	0.00006	1703	0.00012	2320	0.00007	824	0.00007	1943	0.00003	681	0.00009	1241	0.00009	812	0.00007	1369	0.00012
Atlantibacter	1903434	G	741	0.00004	626	0.00003	549	0.00005	427	0.00005	459	0.00004	575	0.00006	828	0.00005	587	0.00004	1044	0.00004	537	0.00001	818	0.00004	1052	0.00004	663	0.00005	1072	0.00003	411	0.00004	1124	0.00002	331	0.00004	784	0.00006	565	0.00005	518	0.00005
Candidatus Profftia	1177214	G	603	0.00004	400	0.00002	394	0.00003	267	0.00003	293	0.00003	303	0.00003	535	0.00003	497	0.00003	971	0.00004	203	0.00000	625	0.00003	1287	0.00005	346	0.00002	1198	0.00003	260	0.00002	452	0.00001	270	0.00004	301	0.00002	212	0.00002	300	0.00003
Pluralibacter	1330546	G	685	0.00004	922	0.00004	1048	0.00009	662	0.00007	769	0.00007	812	0.00008	777	0.00005	1051	0.00007	905	0.00004	1043	0.00002	1076	0.00006	1433	0.00006	957	0.00007	1831	0.00005	711	0.00006	2142	0.00004	443	0.00006	1116	0.00008	653	0.00005	709	0.00006
Siccibacter	1649298	G	599	0.00004	612	0.00003	626	0.00005	372	0.00004	461	0.00004	485	0.00005	507	0.00003	574	0.00004	835	0.00003	925	0.00002	1021	0.00005	1106	0.00004	631	0.00004	1515	0.00004	452	0.00004	1467	0.00003	427	0.00006	869	0.00006	590	0.00005	455	0.00004
Franconibacter	1649295	G	494	0.00003	569	0.00003	485	0.00004	353	0.00004	332	0.00003	376	0.00004	382	0.00002	430	0.00003	695	0.00003	903	0.00002	810	0.00004	604	0.00002	537	0.00004	809	0.00002	362	0.00003	1268	0.00002	392	0.00005	554	0.00004	516	0.00004	386	0.00003
Yokenella	158876	G	448	0.00003	304	0.00001	414	0.00004	205	0.00002	277	0.00003	316	0.00003	244	0.00001	368	0.00002	612	0.00002	326	0.00001	543	0.00003	465	0.00002	394	0.00003	661	0.00002	226	0.00002	577	0.00001	231	0.00003	390	0.00003	220	0.00002	269	0.00002
Jejubacter	2815296	G	343	0.00002	429	0.00002	479	0.00004	359	0.00004	374	0.00004	399	0.00004	480	0.00003	411	0.00003	565	0.00002	1349	0.00003	530	0.00003	368	0.00001	475	0.00003	555	0.00002	361	0.00003	947	0.00002	212	0.00003	642	0.00005	371	0.00003	337	0.00003
Trabulsiella	158851	G	432	0.00003	187	0.00001	314	0.00003	141	0.00002	193	0.00002	255	0.00003	235	0.00001	272	0.00002	544	0.00002	821	0.00002	515	0.00003	804	0.00003	425	0.00003	1152	0.00003	187	0.00002	541	0.00001	231	0.00003	437	0.00003	277	0.00002	324	0.00003
Candidatus Curculioniphilus	690591	G	245	0.00001	130	0.00001	104	0.00001	64	0.00001	98	0.00001	119	0.00001	226	0.00001	159	0.00001	400	0.00002	0	0.00000	237	0.00001	598	0.00002	309	0.00002	708	0.00002	183	0.00002	145	0.00000	97	0.00001	151	0.00001	120	0.00001	215	0.00002
Scandinavium	2726810	G	246	0.00001	178	0.00001	158	0.00001	145	0.00002	124	0.00001	151	0.00002	162	0.00001	178	0.00001	324	0.00001	458	0.00001	298	0.00002	160	0.00001	267	0.00002	211	0.00001	189	0.00002	528	0.00001	136	0.00002	433	0.00003	223	0.00002	193	0.00002
Pseudocitrobacter	1504576	G	250	0.00001	351	0.00002	390	0.00003	267	0.00003	329	0.00003	262	0.00003	361	0.00002	431	0.00003	400	0.00002	1428	0.00003	544	0.00003	419	0.00002	613	0.00004	531	0.00002	453	0.00004	893	0.00002	227	0.00003	402	0.00003	285	0.00002	461	0.00004
Shimwellia	1335483	G	233	0.00001	304	0.00001	328	0.00003	226	0.00003	256	0.00002	260	0.00003	325	0.00002	327	0.00002	320	0.00001	521	0.00001	381	0.00002	529	0.00002	364	0.00002	782	0.00002	241	0.00002	642	0.00001	137	0.00002	567	0.00004	250	0.00002	300	0.00003
Pseudescherichia	2055880	G	355	0.00002	567	0.00003	738	0.00006	543	0.00006	548	0.00005	619	0.00006	482	0.00003	462	0.00003	545	0.00002	288	0.00001	1224	0.00006	755	0.00003	606	0.00004	1081	0.00003	411	0.00004	989	0.00002	534	0.00007	880	0.00006	405	0.00003	498	0.00004
Candidatus Moranella	1048757	G	206	0.00001	76	0.00000	62	0.00001	49	0.00001	68	0.00001	65	0.00001	96	0.00001	67	0.00000	319	0.00001	48	0.00000	97	0.00001	90	0.00000	89	0.00001	133	0.00000	49	0.00000	89	0.00000	53	0.00001	54	0.00000	30	0.00000	55	0.00000
Shigella	620	G	2333	0.00014	1051	0.00005	2112	0.00018	1702	0.00019	6477	0.00062	1878	0.00020	7596	0.00045	2856	0.00019	4609	0.00019	160190	0.00311	2837	0.00015	3258	0.00013	2722	0.00019	2030	0.00006	1007	0.00009	3561	0.00006	1066	0.00014	11581	0.00084	9251	0.00075	1880	0.00017
Candidatus Riesia	401618	G	120	0.00001	170	0.00001	136	0.00001	82	0.00001	102	0.00001	119	0.00001	154	0.00001	131	0.00001	264	0.00001	0	0.00000	274	0.00001	221	0.00001	174	0.00001	311	0.00001	103	0.00001	154	0.00000	111	0.00001	216	0.00002	150	0.00001	149	0.00001
Candidatus Schneideria	1081630	G	116	0.00001	120	0.00001	143	0.00001	76	0.00001	86	0.00001	99	0.00001	241	0.00001	141	0.00001	163	0.00001	0	0.00000	153	0.00001	147	0.00001	116	0.00001	212	0.00001	50	0.00000	120	0.00000	58	0.00001	128	0.00001	108	0.00001	98	0.00001
Candidatus Ishikawella	409304	G	114	0.00001	121	0.00001	150	0.00001	84	0.00001	82	0.00001	128	0.00001	141	0.00001	150	0.00001	208	0.00001	11	0.00000	147	0.00001	68	0.00000	134	0.00001	105	0.00000	72	0.00001	199	0.00000	62	0.00001	142	0.00001	124	0.00001	101	0.00001
Providencia	586	G	57509	0.00338	11222	0.00054	15678	0.00135	5756	0.00064	6137	0.00059	20108	0.00209	9436	0.00056	16398	0.00111	89120	0.00358	722	0.00001	23962	0.00126	15386	0.00059	47815	0.00325	15811	0.00046	15655	0.00139	14960	0.00027	12360	0.00166	12118	0.00088	8407	0.00068	37674	0.00335
Proteus	583	G	18354	0.00108	6254	0.00030	7396	0.00064	3613	0.00040	3977	0.00038	5778	0.00060	5683	0.00034	6858	0.00046	25087	0.00101	593	0.00001	8523	0.00045	5802	0.00022	7341	0.00050	7666	0.00022	4041	0.00036	7529	0.00013	3485	0.00047	5658	0.00041	4168	0.00034	5306	0.00047
Xenorhabdus	626	G	5878	0.00035	2874	0.00014	2359	0.00020	1796	0.00020	2007	0.00019	2037	0.00021	3102	0.00018	2597	0.00018	7732	0.00031	1118	0.00002	3701	0.00019	2267	0.00009	2727	0.00019	2996	0.00009	1916	0.00017	3920	0.00007	1466	0.00020	2948	0.00021	1668	0.00014	2141	0.00019
Moellerella	158848	G	6249	0.00037	468	0.00002	697	0.00006	400	0.00004	382	0.00004	599	0.00006	529	0.00003	597	0.00004	7535	0.00030	15	0.00000	730	0.00004	1095	0.00004	711	0.00005	1474	0.00004	409	0.00004	697	0.00001	318	0.00004	764	0.00006	344	0.00003	494	0.00004
Arsenophonus	637	G	2775	0.00016	1379	0.00007	1037	0.00009	676	0.00008	905	0.00009	1028	0.00011	1393	0.00008	1385	0.00009	4118	0.00017	484	0.00001	2130	0.00011	1177	0.00005	1352	0.00009	1381	0.00004	877	0.00008	1547	0.00003	859	0.00012	1239	0.00009	1070	0.00009	1123	0.00010
Photorhabdus	29487	G	2443	0.00014	1022	0.00005	1006	0.00009	606	0.00007	753	0.00007	789	0.00008	1283	0.00008	1148	0.00008	3319	0.00013	18	0.00000	1430	0.00008	2039	0.00008	954	0.00006	2343	0.00007	626	0.00006	1535	0.00003	550	0.00007	1064	0.00008	952	0.00008	747	0.00007
Morganella	581	G	7073	0.00042	2661	0.00013	3399	0.00029	2021	0.00022	2140	0.00020	2882	0.00030	2464	0.00015	2734	0.00018	8551	0.00034	601	0.00001	4491	0.00024	2982	0.00011	3821	0.00026	4160	0.00012	2252	0.00020	4826	0.00009	1743	0.00023	3275	0.00024	2081	0.00017	2548	0.00023
Yersinia	629	G	23189	0.00136	6362	0.00031	6422	0.00055	3800	0.00042	3749	0.00036	4417	0.00046	6492	0.00038	6002	0.00041	31768	0.00128	11290	0.00022	7487	0.00039	6964	0.00027	6657	0.00045	7530	0.00022	4269	0.00038	10300	0.00018	3489	0.00047	10066	0.00073	3776	0.00031	5034	0.00045
Serratia	613	G	13826	0.00081	11077	0.00053	12371	0.00106	8056	0.00090	9298	0.00089	10798	0.00112	10961	0.00065	11270	0.00076	18391	0.00074	8045	0.00016	17256	0.00091	16803	0.00065	16289	0.00111	22853	0.00066	8810	0.00078	27921	0.00050	6942	0.00093	16922	0.00123	10092	0.00082	9347	0.00083
Rahnella	34037	G	4469	0.00026	2334	0.00011	2080	0.00018	1406	0.00016	1877	0.00018	1830	0.00019	1900	0.00011	2198	0.00015	5555	0.00022	97	0.00000	2912	0.00015	2369	0.00009	2098	0.00014	2921	0.00008	1499	0.00013	27464	0.00049	1186	0.00016	2238	0.00016	1523	0.00012	1605	0.00014
Rouxiella	1565532	G	1275	0.00007	1199	0.00006	1010	0.00009	683	0.00008	808	0.00008	877	0.00009	877	0.00005	969	0.00007	1616	0.00006	86	0.00000	1389	0.00007	843	0.00003	950	0.00006	1127	0.00003	638	0.00006	1900	0.00003	528	0.00007	1160	0.00008	735	0.00006	669	0.00006
Candidatus Fukatsuia	1927833	G	541	0.00003	290	0.00001	236	0.00002	149	0.00002	213	0.00002	220	0.00002	318	0.00002	293	0.00002	726	0.00003	0	0.00000	295	0.00002	212	0.00001	328	0.00002	295	0.00001	181	0.00002	359	0.00001	107	0.00001	306	0.00002	179	0.00001	239	0.00002
Ewingella	41201	G	542	0.00003	320	0.00002	258	0.00002	197	0.00002	190	0.00002	204	0.00002	206	0.00001	278	0.00002	783	0.00003	674	0.00001	388	0.00002	629	0.00002	276	0.00002	809	0.00002	176	0.00002	610	0.00001	130	0.00002	217	0.00002	213	0.00002	205	0.00002
Chimaeribacter	2716544	G	489	0.00003	301	0.00001	304	0.00003	221	0.00002	245	0.00002	267	0.00003	226	0.00001	301	0.00002	664	0.00003	0	0.00000	326	0.00002	442	0.00002	415	0.00003	680	0.00002	279	0.00002	875	0.00002	103	0.00001	334	0.00002	265	0.00002	271	0.00002
Chania	1745211	G	400	0.00002	302	0.00001	282	0.00002	162	0.00002	198	0.00002	228	0.00002	229	0.00001	230	0.00002	616	0.00002	41	0.00000	279	0.00001	149	0.00001	232	0.00002	236	0.00001	132	0.00001	395	0.00001	89	0.00001	240	0.00002	352	0.00003	145	0.00001
