name	taxonomy_id	taxonomy_lvl	C10_S21_F._num	C10_S21_F._frac	C1_S12_F._num	C1_S12_F._frac	C2_S13_F._num	C2_S13_F._frac	C3_S14_F._num	C3_S14_F._frac	C4_S15_F._num	C4_S15_F._frac	C5_S16_F._num	C5_S16_F._frac	C6_S17_F._num	C6_S17_F._frac	C7_S18_F._num	C7_S18_F._frac	C9_S20_F._num	C9_S20_F._frac	Post_Cntl_F._num	Post_Cntl_F._frac	S10_S11_F._num	S10_S11_F._frac	S1_S2_F._num	S1_S2_F._frac	S2_S3_F._num	S2_S3_F._frac	S3_S4_F._num	S3_S4_F._frac	S4_S5_F._num	S4_S5_F._frac	S5_S6_F._num	S5_S6_F._frac	S6_S7_F._num	S6_S7_F._frac	S7_S8_F._num	S7_S8_F._frac	S8_S9_F._num	S8_S9_F._frac	S9_S10_F._num	S9_S10_F._frac
Woeseiaceae	1738654	F	227	0.00001	305	0.00001	327	0.00003	215	0.00002	262	0.00003	244	0.00003	247	0.00001	273	0.00002	298	0.00001	0	0.00000	324	0.00002	276	0.00001	1187	0.00008	375	0.00001	807	0.00007	742	0.00001	137	0.00002	366	0.00003	278	0.00002	379	0.00003
Candidatus Rariloculaceae	2978122	F	207	0.00001	291	0.00001	270	0.00002	176	0.00002	211	0.00002	268	0.00003	204	0.00001	281	0.00002	284	0.00001	0	0.00000	288	0.00002	263	0.00001	277	0.00002	335	0.00001	168	0.00001	1327	0.00002	109	0.00001	268	0.00002	311	0.00003	181	0.00002
Candidatus Comchoanobacteraceae	2975285	F	109	0.00001	84	0.00000	109	0.00001	66	0.00001	55	0.00001	81	0.00001	78	0.00000	102	0.00001	148	0.00001	0	0.00000	76	0.00000	76	0.00000	52	0.00000	123	0.00000	48	0.00000	80	0.00000	43	0.00001	103	0.00001	58	0.00000	53	0.00000
Rhizobiaceae	82115	F	65827	0.00387	74340	0.00358	71428	0.00615	50982	0.00567	57652	0.00551	62897	0.00655	58053	0.00343	82476	0.00557	87376	0.00351	871	0.00002	85886	0.00451	88914	0.00342	73809	0.00502	121296	0.00350	52380	0.00464	620506	0.01109	34438	0.00464	86531	0.00628	55499	0.00452	54841	0.00487
Devosiaceae	2831106	F	38470	0.00226	13008	0.00063	12408	0.00107	9721	0.00108	10162	0.00097	10287	0.00107	10911	0.00064	16623	0.00112	60572	0.00243	13	0.00000	15749	0.00083	16213	0.00062	13184	0.00090	21974	0.00063	9679	0.00086	266447	0.00476	6104	0.00082	16928	0.00123	10716	0.00087	9662	0.00086
Phyllobacteriaceae	69277	F	37369	0.00219	26917	0.00130	26046	0.00224	18812	0.00209	21356	0.00204	22856	0.00238	20962	0.00124	33116	0.00224	53095	0.00213	123	0.00000	32210	0.00169	39692	0.00153	28472	0.00194	53576	0.00155	20300	0.00180	275861	0.00493	12540	0.00169	33317	0.00242	21238	0.00173	20782	0.00185
Nitrobacteraceae	41294	F	27254	0.00160	40456	0.00195	36682	0.00316	26428	0.00294	29772	0.00284	32893	0.00342	28714	0.00169	55536	0.00375	36802	0.00148	249	0.00000	47028	0.00247	52334	0.00201	37290	0.00254	73063	0.00211	26878	0.00238	476820	0.00852	18660	0.00251	46556	0.00338	28962	0.00236	26938	0.00239
Methylobacteriaceae	119045	F	11002	0.00065	13503	0.00065	12037	0.00104	8950	0.00100	9937	0.00095	10642	0.00111	9174	0.00054	16526	0.00112	12898	0.00052	454	0.00001	15022	0.00079	18757	0.00072	11924	0.00081	25575	0.00074	9097	0.00081	117960	0.00211	5803	0.00078	14751	0.00107	9202	0.00075	8904	0.00079
Brucellaceae	118882	F	11428	0.00067	8808	0.00042	9221	0.00079	5877	0.00065	6745	0.00064	7206	0.00075	7006	0.00041	12752	0.00086	16852	0.00068	33	0.00000	10569	0.00055	10564	0.00041	7525	0.00051	13909	0.00040	5658	0.00050	39562	0.00071	3733	0.00050	10318	0.00075	9463	0.00077	6009	0.00053
Stappiaceae	2821832	F	8334	0.00049	13891	0.00067	13767	0.00118	9597	0.00107	11194	0.00107	11211	0.00117	11264	0.00066	13748	0.00093	11480	0.00046	19	0.00000	17051	0.00090	19003	0.00073	13893	0.00094	25598	0.00074	10045	0.00089	48264	0.00086	6834	0.00092	16744	0.00122	11264	0.00092	10104	0.00090
Bartonellaceae	772	F	5899	0.00035	5304	0.00026	5464	0.00047	3268	0.00036	4448	0.00043	4256	0.00044	6081	0.00036	5791	0.00039	7963	0.00032	58	0.00000	8756	0.00046	6247	0.00024	5419	0.00037	8086	0.00023	3713	0.00033	6783	0.00012	3428	0.00046	6633	0.00048	4945	0.00040	4510	0.00040
Aurantimonadaceae	255475	F	5336	0.00031	7338	0.00035	7098	0.00061	5166	0.00057	5778	0.00055	6304	0.00066	5480	0.00032	7715	0.00052	6926	0.00028	0	0.00000	9599	0.00050	11284	0.00043	7342	0.00050	15477	0.00045	5220	0.00046	44196	0.00079	3678	0.00050	9213	0.00067	6399	0.00052	5207	0.00046
Xanthobacteraceae	335928	F	4617	0.00027	6752	0.00033	6600	0.00057	4892	0.00054	5590	0.00053	6056	0.00063	4901	0.00029	8681	0.00059	6008	0.00024	11	0.00000	8275	0.00043	10927	0.00042	8430	0.00057	15135	0.00044	5565	0.00049	45754	0.00082	3255	0.00044	9248	0.00067	6103	0.00050	5980	0.00053
Boseaceae	2831100	F	3651	0.00021	4274	0.00021	4272	0.00037	2993	0.00033	3636	0.00035	3535	0.00037	3202	0.00019	9395	0.00063	4506	0.00018	33	0.00000	6616	0.00035	6492	0.00025	4375	0.00030	8788	0.00025	3325	0.00029	89670	0.00160	2574	0.00035	5134	0.00037	3856	0.00031	3192	0.00028
Hyphomicrobiaceae	45401	F	2811	0.00017	4617	0.00022	4315	0.00037	3016	0.00034	3340	0.00032	3728	0.00039	3150	0.00019	6016	0.00041	3539	0.00014	0	0.00000	5200	0.00027	5299	0.00020	4491	0.00031	7148	0.00021	3173	0.00028	24758	0.00044	1995	0.00027	4945	0.00036	2997	0.00024	3260	0.00029
Methylocystaceae	31993	F	1995	0.00012	3617	0.00017	3515	0.00030	2545	0.00028	2592	0.00025	3049	0.00032	2378	0.00014	3788	0.00026	2644	0.00011	25	0.00000	4214	0.00022	4369	0.00017	3719	0.00025	5848	0.00017	2605	0.00023	18145	0.00032	1645	0.00022	4154	0.00030	2558	0.00021	2672	0.00024
Ahrensiaceae	2829814	F	1834	0.00011	2494	0.00012	3761	0.00032	2648	0.00029	3139	0.00030	3289	0.00034	1711	0.00010	2520	0.00017	2521	0.00010	0	0.00000	2442	0.00013	5705	0.00022	4075	0.00028	7820	0.00023	2848	0.00025	11001	0.00020	933	0.00013	2511	0.00018	1490	0.00012	3045	0.00027
Parvibaculaceae	2813035	F	1863	0.00011	2924	0.00014	2891	0.00025	2114	0.00024	2208	0.00021	2694	0.00028	2303	0.00014	5346	0.00036	2462	0.00010	23	0.00000	3665	0.00019	3727	0.00014	3402	0.00023	4939	0.00014	2322	0.00021	10830	0.00019	1508	0.00020	3483	0.00025	2238	0.00018	2551	0.00023
Reyranellaceae	2844375	F	1365	0.00008	2059	0.00010	1923	0.00017	1397	0.00016	1548	0.00015	1695	0.00018	1435	0.00008	3466	0.00023	3266	0.00013	0	0.00000	2245	0.00012	2066	0.00008	1845	0.00013	2843	0.00008	1354	0.00012	30360	0.00054	839	0.00011	2191	0.00016	1327	0.00011	1401	0.00012
Beijerinckiaceae	45404	F	1357	0.00008	3636	0.00018	1898	0.00016	1386	0.00015	1436	0.00014	1712	0.00018	3040	0.00018	2225	0.00015	1773	0.00007	0	0.00000	4367	0.00023	1650	0.00006	2127	0.00014	2260	0.00007	1450	0.00013	9021	0.00016	893	0.00012	4215	0.00031	2342	0.00019	1498	0.00013
Pleomorphomonadaceae	2843308	F	2377	0.00014	2645	0.00013	2416	0.00021	1802	0.00020	1809	0.00017	2341	0.00024	1834	0.00011	2531	0.00017	1673	0.00007	16	0.00000	3440	0.00018	2994	0.00012	2566	0.00017	4067	0.00012	2002	0.00018	10076	0.00018	2300	0.00031	3101	0.00023	2388	0.00019	1860	0.00017
Cohaesibacteraceae	655351	F	933	0.00005	1359	0.00007	1372	0.00012	948	0.00011	1040	0.00010	1174	0.00012	1400	0.00008	1284	0.00009	1140	0.00005	0	0.00000	1841	0.00010	1619	0.00006	1379	0.00009	2117	0.00006	933	0.00008	2725	0.00005	671	0.00009	1658	0.00012	981	0.00008	1005	0.00009
Amorphaceae	2685818	F	847	0.00005	1281	0.00006	1189	0.00010	926	0.00010	935	0.00009	1073	0.00011	850	0.00005	1437	0.00010	1050	0.00004	0	0.00000	1582	0.00008	1577	0.00006	1443	0.00010	2119	0.00006	936	0.00008	7674	0.00014	617	0.00008	1546	0.00011	1081	0.00009	983	0.00009
Phreatobacteraceae	2843305	F	818	0.00005	1274	0.00006	1117	0.00010	878	0.00010	988	0.00009	963	0.00010	927	0.00005	1320	0.00009	1064	0.00004	0	0.00000	1343	0.00007	1871	0.00007	1295	0.00009	2486	0.00007	961	0.00009	8493	0.00015	553	0.00007	1612	0.00012	995	0.00008	980	0.00009
Kaistiaceae	2831111	F	658	0.00004	712	0.00003	723	0.00006	520	0.00006	575	0.00005	630	0.00007	584	0.00003	2328	0.00016	831	0.00003	0	0.00000	1024	0.00005	1197	0.00005	1015	0.00007	1540	0.00004	688	0.00006	8132	0.00015	393	0.00005	1021	0.00007	810	0.00007	679	0.00006
Chelatococcaceae	2036754	F	513	0.00003	829	0.00004	804	0.00007	539	0.00006	521	0.00005	646	0.00007	579	0.00003	814	0.00005	592	0.00002	0	0.00000	898	0.00005	1282	0.00005	724	0.00005	1863	0.00005	543	0.00005	4992	0.00009	317	0.00004	902	0.00007	616	0.00005	536	0.00005
Blastochloridaceae	2831090	F	364	0.00002	657	0.00003	647	0.00006	445	0.00005	543	0.00005	522	0.00005	463	0.00003	754	0.00005	534	0.00002	0	0.00000	859	0.00005	1094	0.00004	780	0.00005	1463	0.00004	613	0.00005	4334	0.00008	338	0.00005	995	0.00007	687	0.00006	586	0.00005
Coralliovaceae	3228937	F	310	0.00002	410	0.00002	428	0.00004	253	0.00003	361	0.00003	343	0.00004	412	0.00002	428	0.00003	325	0.00001	0	0.00000	579	0.00003	510	0.00002	433	0.00003	619	0.00002	329	0.00003	587	0.00001	214	0.00003	529	0.00004	254	0.00002	378	0.00003
Salinarimonadaceae	2137278	F	304	0.00002	515	0.00002	394	0.00003	326	0.00004	328	0.00003	398	0.00004	303	0.00002	523	0.00004	432	0.00002	0	0.00000	422	0.00002	455	0.00002	501	0.00003	676	0.00002	356	0.00003	3480	0.00006	189	0.00003	430	0.00003	331	0.00003	369	0.00003
Terrirubraceae	3142785	F	283	0.00002	376	0.00002	352	0.00003	259	0.00003	256	0.00002	296	0.00003	315	0.00002	467	0.00003	346	0.00001	0	0.00000	396	0.00002	367	0.00001	354	0.00002	458	0.00001	259	0.00002	2277	0.00004	136	0.00002	483	0.00004	189	0.00002	261	0.00002
Lichenihabitantaceae	2723775	F	273	0.00002	390	0.00002	330	0.00003	224	0.00002	292	0.00003	301	0.00003	265	0.00002	365	0.00002	345	0.00001	0	0.00000	410	0.00002	413	0.00002	320	0.00002	538	0.00002	229	0.00002	2004	0.00004	136	0.00002	349	0.00003	226	0.00002	220	0.00002
Ancalomicrobiaceae	2172021	F	282	0.00002	487	0.00002	352	0.00003	297	0.00003	324	0.00003	371	0.00004	288	0.00002	434	0.00003	360	0.00001	0	0.00000	379	0.00002	339	0.00001	299	0.00002	460	0.00001	196	0.00002	2871	0.00005	180	0.00002	437	0.00003	299	0.00002	215	0.00002
Methylopilaceae	3149309	F	257	0.00002	381	0.00002	322	0.00003	240	0.00003	290	0.00003	280	0.00003	236	0.00001	402	0.00003	300	0.00001	0	0.00000	485	0.00003	532	0.00002	428	0.00003	698	0.00002	300	0.00003	3605	0.00006	229	0.00003	409	0.00003	348	0.00003	308	0.00003
Alsobacteraceae	2792775	F	260	0.00002	532	0.00003	471	0.00004	333	0.00004	401	0.00004	400	0.00004	314	0.00002	584	0.00004	343	0.00001	0	0.00000	632	0.00003	1265	0.00005	567	0.00004	1590	0.00005	364	0.00003	3802	0.00007	269	0.00004	667	0.00005	319	0.00003	396	0.00004
Afifellaceae	2829802	F	269	0.00002	600	0.00003	531	0.00005	413	0.00005	492	0.00005	538	0.00006	412	0.00002	525	0.00004	372	0.00001	0	0.00000	574	0.00003	617	0.00002	429	0.00003	837	0.00002	304	0.00003	1806	0.00003	251	0.00003	699	0.00005	355	0.00003	352	0.00003
Rhodoligotrophaceae	3149308	F	235	0.00001	328	0.00002	344	0.00003	242	0.00003	255	0.00002	300	0.00003	285	0.00002	279	0.00002	316	0.00001	0	0.00000	505	0.00003	440	0.00002	357	0.00002	568	0.00002	220	0.00002	1468	0.00003	199	0.00003	586	0.00004	363	0.00003	250	0.00002
Salaquimonadaceae	3149307	F	199	0.00001	354	0.00002	301	0.00003	196	0.00002	270	0.00003	297	0.00003	288	0.00002	303	0.00002	251	0.00001	0	0.00000	199	0.00001	330	0.00001	195	0.00001	503	0.00001	169	0.00001	867	0.00002	93	0.00001	301	0.00002	301	0.00002	132	0.00001
Aestuariivirgaceae	2650922	F	187	0.00001	408	0.00002	386	0.00003	253	0.00003	301	0.00003	347	0.00004	419	0.00002	437	0.00003	259	0.00001	0	0.00000	511	0.00003	482	0.00002	550	0.00004	632	0.00002	319	0.00003	1736	0.00003	192	0.00003	624	0.00005	291	0.00002	299	0.00003
Paracoccaceae	31989	F	69462	0.00408	46098	0.00222	41880	0.00360	30953	0.00344	35426	0.00338	36269	0.00378	36407	0.00215	43947	0.00297	107089	0.00430	79	0.00000	53447	0.00281	59962	0.00230	43201	0.00294	80896	0.00234	31473	0.00279	528899	0.00945	20984	0.00282	52670	0.00382	34679	0.00282	31738	0.00282
Roseobacteraceae	2854170	F	55855	0.00328	40286	0.00194	38116	0.00328	26893	0.00299	31185	0.00298	32587	0.00339	32628	0.00193	39863	0.00269	88906	0.00357	77	0.00000	47412	0.00249	51736	0.00199	40126	0.00273	69590	0.00201	29847	0.00265	169976	0.00304	19045	0.00256	45935	0.00334	31626	0.00257	29816	0.00265
Sphingomonadaceae	41297	F	52200	0.00306	57064	0.00275	55878	0.00481	39629	0.00441	45749	0.00437	48953	0.00510	45038	0.00266	59208	0.00400	73028	0.00294	370	0.00001	72069	0.00378	84005	0.00323	60923	0.00414	114872	0.00332	42505	0.00377	961508	0.01718	28752	0.00387	71529	0.00519	47849	0.00389	45061	0.00400
Erythrobacteraceae	335929	F	12109	0.00071	17004	0.00082	16723	0.00144	11407	0.00127	13296	0.00127	14125	0.00147	13726	0.00081	17015	0.00115	17205	0.00069	34	0.00000	21067	0.00111	26549	0.00102	17814	0.00121	36410	0.00105	12753	0.00113	189279	0.00338	8382	0.00113	20824	0.00151	14729	0.00120	12975	0.00115
Sphingosinicellaceae	2820280	F	1447	0.00008	2093	0.00010	2555	0.00022	1675	0.00019	1891	0.00018	2139	0.00022	1480	0.00009	2426	0.00016	1808	0.00007	0	0.00000	2875	0.00015	3307	0.00013	2673	0.00018	4326	0.00012	1758	0.00016	16262	0.00029	1073	0.00014	2965	0.00022	2010	0.00016	1993	0.00018
Zymomonadaceae	2844881	F	618	0.00004	506	0.00002	569	0.00005	370	0.00004	442	0.00004	546	0.00006	800	0.00005	664	0.00004	780	0.00003	0	0.00000	996	0.00005	665	0.00003	778	0.00005	923	0.00003	484	0.00004	792	0.00001	410	0.00006	1029	0.00007	578	0.00005	677	0.00006
Rhizorhabdaceae	3423714	F	187	0.00001	275	0.00001	255	0.00002	199	0.00002	204	0.00002	266	0.00003	233	0.00001	266	0.00002	233	0.00001	0	0.00000	470	0.00002	490	0.00002	380	0.00003	662	0.00002	273	0.00002	2906	0.00005	167	0.00002	365	0.00003	248	0.00002	277	0.00002
Azospirillaceae	2829815	F	6079	0.00036	12023	0.00058	11818	0.00102	8385	0.00093	9480	0.00091	10191	0.00106	9096	0.00054	11939	0.00081	8137	0.00033	78	0.00000	15679	0.00082	18137	0.00070	12462	0.00085	25146	0.00073	9321	0.00083	62890	0.00112	6047	0.00081	15563	0.00113	10039	0.00082	8808	0.00078
Thalassospiraceae	2844866	F	3990	0.00023	3762	0.00018	3713	0.00032	2510	0.00028	2740	0.00026	2982	0.00031	3500	0.00021	3657	0.00025	5294	0.00021	0	0.00000	5484	0.00029	4195	0.00016	3826	0.00026	5610	0.00016	2620	0.00023	7661	0.00014	2359	0.00032	5145	0.00037	2929	0.00024	2792	0.00025
Rhodospirillaceae	41295	F	3466	0.00020	7030	0.00034	6827	0.00059	4884	0.00054	5575	0.00053	5807	0.00060	5410	0.00032	7129	0.00048	4431	0.00018	14	0.00000	8942	0.00047	8451	0.00032	6879	0.00047	11721	0.00034	5201	0.00046	24157	0.00043	3561	0.00048	8860	0.00064	6163	0.00050	5073	0.00045
Thalassobaculaceae	2844864	F	1057	0.00006	2076	0.00010	1813	0.00016	1387	0.00015	1720	0.00016	1656	0.00017	1383	0.00008	2042	0.00014	1299	0.00005	0	0.00000	2210	0.00012	2168	0.00008	1732	0.00012	2987	0.00009	1289	0.00011	8028	0.00014	840	0.00011	2251	0.00016	1719	0.00014	1294	0.00011
Terasakiellaceae	2813951	F	936	0.00005	729	0.00004	720	0.00006	420	0.00005	561	0.00005	516	0.00005	717	0.00004	709	0.00005	1134	0.00005	0	0.00000	898	0.00005	360	0.00001	763	0.00005	502	0.00001	570	0.00005	939	0.00002	424	0.00006	1132	0.00008	526	0.00004	634	0.00006
Dongiaceae	3031144	F	499	0.00003	1183	0.00006	977	0.00008	791	0.00009	861	0.00008	852	0.00009	796	0.00005	1147	0.00008	625	0.00003	0	0.00000	1167	0.00006	1414	0.00005	963	0.00007	1962	0.00006	680	0.00006	5456	0.00010	474	0.00006	1171	0.00009	819	0.00007	674	0.00006
Novispirillaceae	3031145	F	462	0.00003	1122	0.00005	1070	0.00009	786	0.00009	986	0.00009	933	0.00010	978	0.00006	1101	0.00007	630	0.00003	0	0.00000	1940	0.00010	1087	0.00004	1481	0.00010	1377	0.00004	1076	0.00010	3301	0.00006	724	0.00010	1473	0.00011	1061	0.00009	1141	0.00010
Rhodovibrionaceae	2844403	F	412	0.00002	1009	0.00005	1013	0.00009	652	0.00007	782	0.00007	784	0.00008	667	0.00004	995	0.00007	599	0.00002	0	0.00000	1398	0.00007	1236	0.00005	885	0.00006	1745	0.00005	691	0.00006	3580	0.00006	548	0.00007	1052	0.00008	838	0.00007	659	0.00006
Kiloniellaceae	597359	F	302	0.00002	958	0.00005	890	0.00008	584	0.00006	928	0.00009	723	0.00008	873	0.00005	829	0.00006	380	0.00002	0	0.00000	1048	0.00006	1231	0.00005	843	0.00006	1547	0.00004	610	0.00005	1379	0.00002	430	0.00006	1460	0.00011	852	0.00007	650	0.00006
Magnetospirillaceae	3036766	F	336	0.00002	796	0.00004	728	0.00006	528	0.00006	637	0.00006	598	0.00006	525	0.00003	761	0.00005	372	0.00001	0	0.00000	1176	0.00006	1061	0.00004	918	0.00006	1329	0.00004	638	0.00006	2434	0.00004	413	0.00006	989	0.00007	522	0.00004	634	0.00006
Stellaceae	2844601	F	242	0.00001	426	0.00002	375	0.00003	291	0.00003	348	0.00003	333	0.00003	302	0.00002	511	0.00003	314	0.00001	0	0.00000	711	0.00004	611	0.00002	483	0.00003	770	0.00002	366	0.00003	3610	0.00006	264	0.00004	572	0.00004	527	0.00004	341	0.00003
Magnetovibrionaceae	3031143	F	157	0.00001	205	0.00001	223	0.00002	167	0.00002	185	0.00002	202	0.00002	206	0.00001	278	0.00002	214	0.00001	0	0.00000	245	0.00001	457	0.00002	309	0.00002	629	0.00002	213	0.00002	741	0.00001	94	0.00001	274	0.00002	153	0.00001	252	0.00002
Acetobacteraceae	433	F	9514	0.00056	17025	0.00082	18092	0.00156	11178	0.00124	13077	0.00125	15824	0.00165	15265	0.00090	20331	0.00137	12669	0.00051	16	0.00000	21824	0.00115	22714	0.00087	16723	0.00114	30178	0.00087	12289	0.00109	50889	0.00091	8711	0.00117	21201	0.00154	14338	0.00117	12717	0.00113
Roseomonadaceae	3385906	F	3767	0.00022	7280	0.00035	6959	0.00060	5203	0.00058	6015	0.00057	5756	0.00060	5213	0.00031	7310	0.00049	5108	0.00021	11	0.00000	9062	0.00048	10443	0.00040	7283	0.00050	14296	0.00041	5342	0.00047	51056	0.00091	3560	0.00048	9231	0.00067	6072	0.00049	5180	0.00046
Acidocellaceae	3385905	F	621	0.00004	1084	0.00005	1103	0.00009	784	0.00009	920	0.00009	947	0.00010	967	0.00006	1199	0.00008	901	0.00004	0	0.00000	1741	0.00009	1788	0.00007	1353	0.00009	2104	0.00006	1005	0.00009	5070	0.00009	704	0.00009	1745	0.00013	1115	0.00009	978	0.00009
Elioraeaceae	2690195	F	147	0.00001	241	0.00001	237	0.00002	195	0.00002	177	0.00002	230	0.00002	187	0.00001	260	0.00002	179	0.00001	0	0.00000	351	0.00002	400	0.00002	196	0.00001	542	0.00002	157	0.00001	1461	0.00003	137	0.00002	260	0.00002	133	0.00001	156	0.00001
Caulobacteraceae	76892	F	14592	0.00086	22727	0.00109	21796	0.00188	15592	0.00173	17782	0.00170	18263	0.00190	16937	0.00100	22132	0.00149	19164	0.00077	169	0.00000	29333	0.00154	35780	0.00138	22741	0.00155	49119	0.00142	16578	0.00147	296510	0.00530	11283	0.00152	27823	0.00202	20141	0.00164	16460	0.00146
Rickettsiaceae	775	F	4009	0.00024	5186	0.00025	5742	0.00049	3428	0.00038	4769	0.00046	4561	0.00047	6549	0.00039	6592	0.00045	5469	0.00022	16	0.00000	11873	0.00062	8222	0.00032	6372	0.00043	10718	0.00031	4059	0.00036	6813	0.00012	4670	0.00063	7462	0.00054	6388	0.00052	5159	0.00046
Anaplasmataceae	942	F	3762	0.00022	4705	0.00023	5194	0.00045	3038	0.00034	4097	0.00039	4107	0.00043	5858	0.00035	5683	0.00038	5192	0.00021	0	0.00000	6799	0.00036	6061	0.00023	5519	0.00038	7893	0.00023	3397	0.00030	5672	0.00010	2689	0.00036	5989	0.00043	4653	0.00038	4291	0.00038
Candidatus Midichloriaceae	1328881	F	720	0.00004	797	0.00004	1079	0.00009	620	0.00007	767	0.00007	774	0.00008	1164	0.00007	1134	0.00008	929	0.00004	0	0.00000	1324	0.00007	1624	0.00006	664	0.00005	2036	0.00006	441	0.00004	855	0.00002	512	0.00007	866	0.00006	1066	0.00009	589	0.00005
Candidatus Deianiraeaceae	2603433	F	131	0.00001	371	0.00002	180	0.00002	117	0.00001	382	0.00004	161	0.00002	187	0.00001	230	0.00002	143	0.00001	0	0.00000	749	0.00004	139	0.00001	644	0.00004	191	0.00001	414	0.00004	544	0.00001	279	0.00004	661	0.00005	185	0.00002	502	0.00004
Candidatus Pelagibacteraceae	1655514	F	4357	0.00026	4282	0.00021	4664	0.00040	2746	0.00031	3766	0.00036	3832	0.00040	6059	0.00036	5446	0.00037	6485	0.00026	0	0.00000	7881	0.00041	7307	0.00028	5070	0.00034	8926	0.00026	3204	0.00028	5485	0.00010	3143	0.00042	5886	0.00043	4382	0.00036	4525	0.00040
Maricaulaceae	2800061	F	2006	0.00012	4005	0.00019	4106	0.00035	2863	0.00032	3448	0.00033	3374	0.00035	3364	0.00020	4226	0.00029	2767	0.00011	60	0.00000	4940	0.00026	5132	0.00020	4449	0.00030	7197	0.00021	3216	0.00029	12140	0.00022	1935	0.00026	5746	0.00042	4086	0.00033	3287	0.00029
Robiginitomaculaceae	2800062	F	479	0.00003	872	0.00004	800	0.00007	580	0.00006	738	0.00007	658	0.00007	787	0.00005	895	0.00006	629	0.00003	0	0.00000	1031	0.00005	784	0.00003	1035	0.00007	992	0.00003	687	0.00006	1720	0.00003	469	0.00006	1218	0.00009	553	0.00004	721	0.00006
Hyphomonadaceae	69657	F	1703	0.00010	2887	0.00014	2935	0.00025	1993	0.00022	2366	0.00023	2459	0.00026	2719	0.00016	2939	0.00020	2318	0.00009	0	0.00000	3574	0.00019	3744	0.00014	3234	0.00022	4659	0.00013	2253	0.00020	7921	0.00014	1541	0.00021	3722	0.00027	2843	0.00023	2356	0.00021
Geminicoccaceae	2066434	F	1998	0.00012	3726	0.00018	4006	0.00034	2694	0.00030	3300	0.00032	3343	0.00035	2920	0.00017	3893	0.00026	2604	0.00010	0	0.00000	5440	0.00029	5959	0.00023	4014	0.00027	8346	0.00024	2733	0.00024	14563	0.00026	2072	0.00028	5267	0.00038	3706	0.00030	3033	0.00027
Kordiimonadaceae	1331809	F	911	0.00005	1120	0.00005	1051	0.00009	744	0.00008	958	0.00009	944	0.00010	1447	0.00009	1171	0.00008	1299	0.00005	0	0.00000	1521	0.00008	1504	0.00006	1202	0.00008	1954	0.00006	859	0.00008	1599	0.00003	648	0.00009	1223	0.00009	761	0.00006	943	0.00008
Temperatibacteraceae	1549128	F	368	0.00002	684	0.00003	627	0.00005	428	0.00005	481	0.00005	535	0.00006	612	0.00004	573	0.00004	465	0.00002	0	0.00000	647	0.00003	702	0.00003	492	0.00003	886	0.00003	380	0.00003	1379	0.00002	265	0.00004	615	0.00004	547	0.00004	402	0.00004
Parvularculaceae	255474	F	1305	0.00008	1864	0.00009	1948	0.00017	1284	0.00014	1440	0.00014	1626	0.00017	1579	0.00009	2009	0.00014	1615	0.00006	650	0.00001	2550	0.00013	2499	0.00010	1864	0.00013	3151	0.00009	1385	0.00012	5157	0.00009	1083	0.00015	2291	0.00017	1308	0.00011	1464	0.00013
Emcibacteraceae	2066491	F	1059	0.00006	1252	0.00006	1261	0.00011	843	0.00009	1189	0.00011	1120	0.00012	1360	0.00008	1479	0.00010	1421	0.00006	0	0.00000	2021	0.00011	1496	0.00006	1288	0.00009	2057	0.00006	1001	0.00009	2454	0.00004	812	0.00011	1974	0.00014	1101	0.00009	1103	0.00010
Holosporaceae	44746	F	588	0.00003	1073	0.00005	1001	0.00009	604	0.00007	848	0.00008	774	0.00008	1274	0.00008	1155	0.00008	791	0.00003	0	0.00000	1297	0.00007	1034	0.00004	1129	0.00008	1475	0.00004	778	0.00007	1157	0.00002	550	0.00007	1206	0.00009	662	0.00005	949	0.00008
Candidatus Paracaedibacteraceae	1777752	F	286	0.00002	285	0.00001	284	0.00002	200	0.00002	250	0.00002	274	0.00003	361	0.00002	397	0.00003	487	0.00002	0	0.00000	339	0.00002	304	0.00001	416	0.00003	370	0.00001	288	0.00003	378	0.00001	141	0.00002	336	0.00002	217	0.00002	293	0.00003
Candidatus Nucleicultricaceae	3399800	F	104	0.00001	179	0.00001	192	0.00002	130	0.00001	172	0.00002	161	0.00002	187	0.00001	216	0.00001	136	0.00001	0	0.00000	251	0.00001	397	0.00002	176	0.00001	589	0.00002	112	0.00001	165	0.00000	113	0.00002	199	0.00001	124	0.00001	146	0.00001
Minwuiaceae	2493628	F	457	0.00003	953	0.00005	888	0.00008	632	0.00007	773	0.00007	768	0.00008	709	0.00004	947	0.00006	553	0.00002	0	0.00000	1059	0.00006	1870	0.00007	1034	0.00007	2493	0.00007	693	0.00006	3633	0.00006	395	0.00005	1282	0.00009	769	0.00006	756	0.00007
Sneathiellaceae	510685	F	430	0.00003	542	0.00003	528	0.00005	343	0.00004	485	0.00005	421	0.00004	667	0.00004	615	0.00004	559	0.00002	0	0.00000	725	0.00004	724	0.00003	471	0.00003	1101	0.00003	345	0.00003	840	0.00002	266	0.00004	588	0.00004	381	0.00003	435	0.00004
Candidatus Puniceispirillaceae	3119833	F	208	0.00001	314	0.00002	337	0.00003	228	0.00003	288	0.00003	261	0.00003	239	0.00001	300	0.00002	206	0.00001	0	0.00000	468	0.00002	442	0.00002	378	0.00003	665	0.00002	279	0.00002	456	0.00001	186	0.00003	430	0.00003	217	0.00002	333	0.00003
